"","c..Ifitm1....Fcgbp....Kng2....Krt6a....Anxa8....Sprr2f....Fxyd5..."
"16115","Gm15472"
"16116","Grip1os2"
"16117","Gm12714"
"16118","Gm13605"
"16119","Gm12061"
"16120","Gm14110"
"16121","Gm16741"
"16122","Gm14951"
"16123","Gm15350"
"16124","Gm11213"
"16125","Gm15419"
"16126","Gm13972"
"16127","Gm12436"
"16128","Gm11342"
"16129","Gm12974"
"16130","Gm13667"
"16131","Gm2568"
"16132","Gm13662"
"16133","Gm14617"
"16134","4930533B01Rik"
"16135","Gm14089"
"16136","1700095J12Rik"
"16137","Gm12273"
"16138","Gm15232"
"16139","1700092E19Rik"
"16140","Platr29"
"16141","Gm14640"
"16142","Gm11967"
"16143","Gm15880"
"16144","Myadml2os"
"16145","Gm17216"
"16146","Gm16344"
"16147","2410152P15Rik"
"16148","Gm12367"
"16149","Gm14266"
"16150","Gm14710"
"16151","Gm12649"
"16152","Gm16274"
"16153","1700108N11Rik"
"16154","B230312C02Rik"
"16155","Gm15507"
"16156","4933408N05Rik"
"16157","Gm16105"
"16158","Gm12092"
"16159","Gm11267"
"16160","Gm11791"
"16161","Gm12678"
"16162","Gm11528"
"16163","Gm1980"
"16164","1700080N15Rik"
"16165","2610204G07Rik"
"16166","1700095J07Rik"
"16167","Gm12523"
"16168","1700027A07Rik"
"16169","Gm15723"
"16170","Gm13063"
"16171","Gm2800"
"16172","C030047K22Rik"
"16173","Gm12906"
"16174","Lrrc8dos"
"16175","Gm12289"
"16176","Gm11749"
"16177","Gm12148"
"16178","Gm12958"
"16179","Gm14471"
"16180","Gm13834"
"16181","Gm12371"
"16182","Gm13266"
"16183","Gm281"
"16184","Gm12081"
"16185","Gm13794"
"16186","Gm14505"
"16187","C79798"
"16188","4930528G23Rik"
"16189","Gm7616"
"16190","Gm11656"
"16191","Gm12708"
"16192","Gm13838"
"16193","Gm15611"
"16194","Vmn1r-ps103"
"16195","Gm5724"
"16196","Foxo6os"
"16197","Gm11706"
"16198","Gm15156"
"16199","Gm13962"
"16200","Gm16035"
"16201","Gm14161"
"16202","Gm11583"
"16203","Gm11228"
"16204","Gm15935"
"16205","Gm14684"
"16206","C030037F17Rik"
"16207","Gm15594"
"16208","Gm16249"
"16209","Mipepos"
"16210","Gm16351"
"16211","Gm14349"
"16212","4933407I08Rik"
"16213","Gm14936"
"16214","2810471M01Rik"
"16215","Gm12296"
"16216","Gm12743"
"16217","4930579D09Rik"
"16218","Gm13848"
"16219","Gm11655"
"16220","Slc36a1os"
"16221","Gm15962"
"16222","Gm15275"
"16223","Far1os"
"16224","Gm13134"
"16225","Gm16260"
"16226","Gm13842"
"16227","Gm12305"
"16228","Lyzl4os"
"16229","Gm11419"
"16230","Gm14553"
"16231","Gm12984"
"16232","Pip5k1bos"
"16233","5430427M07Rik"
"16234","Dbhos"
"16235","Gssos1"
"16236","Gm13490"
"16237","Gm13412"
"16238","Gm12051"
"16239","Srrm3os"
"16240","Gm11840"
"16241","Gm11217"
"16242","Gm11646"
"16243","Gm14011"
"16244","BB031773"
"16245","Gm13184"
"16246","Gm11467"
"16247","Gm13026"
"16248","Gm11542"
"16249","Gm14809"
"16250","Gm15958"
"16251","Gm11750"
"16252","E330016L19Rik"
"16253","Gm16024"
"16254","Gm4989"
"16255","Gm13211"
"16256","Gm14066"
"16257","Gm14562"
"16258","Gm11494"
"16259","Gm15669"
"16260","C030013C21Rik"
"16261","Khdc1b"
"16262","Rptoros"
"16263","Gm16330"
"16264","Arhgap15os"
"16265","Gm12711"
"16266","Gm15692"
"16267","Gm13049"
"16268","Gm13324"
"16269","1700010K24Rik"
"16270","Gm16357"
"16271","Gm11731"
"16272","Gm4764"
"16273","Saxo1os"
"16274","Gm15356"
"16275","Gm13920"
"16276","B130011K05Rik"
"16277","1600025M17Rik"
"16278","Gm11197"
"16279","Gm16086"
"16280","4933404K08Rik"
"16281","Rubie"
"16282","Gm12766"
"16283","Gm16070"
"16284","4930444E06Rik"
"16285","Gm11417"
"16286","Gm12265"
"16287","Gm11659"
"16288","Gm12702"
"16289","Gm11614"
"16290","Eif2c5"
"16291","Gm16346"
"16292","Gm11780"
"16293","4930515L19Rik"
"16294","Gm14264"
"16295","Gm13617"
"16296","Gm7580"
"16297","Gm12295"
"16298","Gm12089"
"16299","Gm15522"
"16300","Gm12063"
"16301","Gm16252"
"16302","Lrrc75aos1"
"16303","D830026I12Rik"
"16304","Gm2869"
"16305","Gm15397"
"16306","Gm11209"
"16307","Gm13596"
"16308","Gm13860"
"16309","Gm11368"
"16310","Gm13322"
"16311","Platr32"
"16312","4933416E03Rik"
"16313","Gm15346"
"16314","Gm15620"
"16315","Gm12927"
"16316","Gm13185"
"16317","Gm13380"
"16318","Gm12637"
"16319","Gm11309"
"16320","Gm13974"
"16321","Gm11210"
"16322","Gm13425"
"16323","Gm14637"
"16324","Gm7855"
"16325","Gm14376"
"16326","Gm11672"
"16327","Gm16013"
"16328","Gm15614"
"16329","Gm12576"
"16330","4930479D17Rik"
"16331","Gm12150"
"16332","Gm11537"
"16333","Spag17os"
"16334","Gm11713"
"16335","4930545L23Rik"
"16336","Gm11587"
"16337","Gm12326"
"16338","8430437L04Rik"
"16339","Gm16833"
"16340","Gm15881"
"16341","Gm13264"
"16342","Med9os"
"16343","1700125G02Rik"
"16344","Gm15581"
"16345","Nell1os"
"16346","Gm14235"
"16347","Gm14487"
"16348","Gm15812"
"16349","Gm13943"
"16350","Gm15965"
"16351","Gm16151"
"16352","Gm13316"
"16353","Gm16189"
"16354","Gm14968"
"16355","Gm16129"
"16356","Gm12853"
"16357","Gm13817"
"16358","F730035M05Rik"
"16359","Gm16345"
"16360","Gm12132"
"16361","Trav8-2"
"16362","Gm16751"
"16363","Gm12802"
"16364","Gm12410"
"16365","Gm12763"
"16366","Gm12524"
"16367","Gm13330"
"16368","Gm11548"
"16369","4930412F09Rik"
"16370","Gm14261"
"16371","Gm11680"
"16372","Gm14974"
"16373","Gm15642"
"16374","Gm17131"
"16375","Gm13417"
"16376","Gm16064"
"16377","4930529I22Rik"
"16378","Gm12472"
"16379","Gm4128"
"16380","1700092C17Rik"
"16381","Gm13480"
"16382","Gm14437"
"16383","Gm12336"
"16384","Gm16305"
"16385","Gm16358"
"16386","Gm16188"
"16387","Gm3160"
"16388","Gm16145"
"16389","Gm12506"
"16390","E130120K24Rik"
"16391","Gm14218"
"16392","Gm13630"
"16393","A630050E04Rik"
"16394","Ptf1aos"
"16395","Gm13115"
"16396","Gm11280"
"16397","2210414B05Rik"
"16398","Pard3bos3"
"16399","Slc39a1-ps"
"16400","Gm12111"
"16401","Gm12909"
"16402","4930441J16Rik"
"16403","Gm16155"
"16404","Gm14319"
"16405","Kbtbd8os"
"16406","Sspnos"
"16407","Grip1os1"
"16408","4930453O03Rik"
"16409","Gm15735"
"16410","Fhad1os1"
"16411","Gm15648"
"16412","Gm14272"
"16413","Gm13485"
"16414","Gm15619"
"16415","4930440I19Rik"
"16416","Gm11725"
"16417","4930486F22Rik"
"16418","1700047A11Rik"
"16419","Rapgef4os1"
"16420","Gm8289"
"16421","Gm15416"
"16422","Gm13936"
"16423","9530026F06Rik"
"16424","Gm15520"
"16425","Gm13686"
"16426","4930554G24Rik"
"16427","Gm12018"
"16428","Grip1os3"
"16429","Gm15398"
"16430","9430024E24Rik"
"16431","Gm15347"
"16432","Gm11842"
"16433","Gm15343"
"16434","Gm14242"
"16435","Gm15691"
"16436","Gm12162"
"16437","Gm13335"
"16438","Gm11851"
"16439","9430073C21Rik"
"16440","Gm16304"
"16441","Gm14198"
"16442","Gm14024"
"16443","Gm11634"
"16444","4930557F10Rik"
"16445","Gm3669"
"16446","4930527E20Rik"
"16447","Gm16796"
"16448","4930517E11Rik"
"16449","Gm15713"
"16450","Gm16976"
"16451","Gm14055"
"16452","Gm2709"
"16453","Gm13965"
"16454","Gm11521"
"16455","Gm12082"
"16456","Gm11738"
"16457","Gm11958"
"16458","Bcas3os2"
"16459","C630028M04Rik"
"16460","4930538E20Rik"
"16461","Gm13703"
"16462","4930556G01Rik"
"16463","Gm15945"
"16464","Gm14224"
"16465","Gm16083"
"16466","4930401O10Rik"
"16467","Gm13901"
"16468","B430319H21Rik"
"16469","Gm12146"
"16470","Gm2117"
"16471","Gm14950"
"16472","Gm11455"
"16473","Gm16036"
"16474","Gm16010"
"16475","1700037C06Rik"
"16476","Gm13553"
"16477","Gm14252"
"16478","Gm13767"
"16479","Gm11753"
"16480","1700047F07Rik"
"16481","Gm21990"
"16482","Gm14808"
"16483","2610035F20Rik"
"16484","Gm15020"
"16485","Gm11959"
"16486","C230038L03Rik"
"16487","1700046C09Rik"
"16488","2610028E06Rik"
"16489","Gm15721"
"16490","Gm14858"
"16491","Gm15485"
"16492","Mageb6-ps"
"16493","Gm12066"
"16494","Gm12786"
"16495","Gm12223"
"16496","Gm14493"
"16497","3110004A20Rik"
"16498","Gm13479"
"16499","Gm16321"
"16500","4930589P08Rik"
"16501","Gm14715"
"16502","Gm13449"
"16503","E330012B07Rik"
"16504","Gm4969"
"16505","Gm16354"
"16506","Gm14747"
"16507","Gm13850"
"16508","Gm11466"
"16509","4930555B12Rik"
"16510","G630018N14Rik"
"16511","Gm16041"
"16512","Gm14573"
"16513","Gm8813"
"16514","Gm12898"
"16515","Gm11697"
"16516","Gm11795"
"16517","9630028H03Rik"
"16518","Gm12381"
"16519","Gm15290"
"16520","Gm14565"
"16521","Gm15521"
"16522","Gm15410"
"16523","Gm14064"
"16524","4930465M20Rik"
"16525","Gm12519"
"16526","Hoxb5os"
"16527","Gm11493"
"16528","Gm13173"
"16529","A730032A03Rik"
"16530","Gm11999"
"16531","Gm15179"
"16532","Gm12536"
"16533","Gm13180"
"16534","Gm15704"
"16535","Gm12325"
"16536","Gm12434"
"16537","Gm16220"
"16538","Gm15718"
"16539","Atxn7l1os2"
"16540","Gm35202"
"16541","Gm16193"
"16542","Gm16122"
"16543","4930555O08Rik"
"16544","4930594O21Rik"
"16545","Gm13327"
"16546","Gm13982"
"16547","4930469K13Rik"
"16548","Gm9498"
"16549","Gm15395"
"16550","Gm16838"
"16551","Gm12629"
"16552","Gm14216"
"16553","Gm13371"
"16554","Gm14967"
"16555","Gm15243"
"16556","Hbb-bh0"
"16557","Gm12968"
"16558","Gm9428"
"16559","Gm16063"
"16560","Gm14211"
"16561","Gm15124"
"16562","Gm13388"
"16563","Hmgb4os"
"16564","Rpl9-ps3"
"16565","4933424L21Rik"
"16566","Gm12796"
"16567","Gm4916"
"16568","Gm13096"
"16569","Gm4279"
"16570","Gm11684"
"16571","Gm15862"
"16572","4930505K14Rik"
"16573","Gm13536"
"16574","Gm14372"
"16575","Gm12280"
"16576","Gm15412"
"16577","Gm16131"
"16578","Gm15886"
"16579","Gm15279"
"16580","1700061E18Rik"
"16581","Lrrc75aos2"
"16582","Gm12333"
"16583","Gm13707"
"16584","Gm11381"
"16585","C230066G23Rik"
"16586","Gm16233"
"16587","Gm13055"
"16588","Gm14364"
"16589","Gm15624"
"16590","Gm12158"
"16591","Sox5os3"
"16592","4930470G03Rik"
"16593","Gm12729"
"16594","Rpl30-ps9"
"16595","Gm15414"
"16596","4933406D12Rik"
"16597","A530010F05Rik"
"16598","Gm2018"
"16599","Gm6963"
"16600","1700066O22Rik"
"16601","1700013N06Rik"
"16602","Gm16059"
"16603","Gm12973"
"16604","Gm12023"
"16605","Gm14718"
"16606","Cep112it"
"16607","Gm15870"
"16608","Gm13548"
"16609","Gm13052"
"16610","Gm12668"
"16611","Ube4bos1"
"16612","4933406K04Rik"
"16613","Gm15584"
"16614","Platr9"
"16615","Gm11290"
"16616","1700003G13Rik"
"16617","Gm15622"
"16618","Gm15949"
"16619","Gm4954"
"16620","Pard3bos1"
"16621","Gm11690"
"16622","Gm13944"
"16623","Gm15597"
"16624","Gm14540"
"16625","4921518K17Rik"
"16626","Gm12167"
"16627","Gm12050"
"16628","Gm15392"
"16629","Gm15831"
"16630","2410003L11Rik"
"16631","1700016G14Rik"
"16632","Gm12801"
"16633","C330019F10Rik"
"16634","Gm15966"
"16635","Gm15218"
"16636","Gm5834"
"16637","Gm16079"
"16638","Gm12829"
"16639","Ube2uos"
"16640","Gm11505"
"16641","Ttc39aos1"
"16642","Gm12823"
"16643","Gm15229"
"16644","Gm3848"
"16645","Gm15342"
"16646","Gm11906"
"16647","Gm12224"
"16648","1700054M17Rik"
"16649","Gm15339"
"16650","Gm12091"
"16651","Gm12861"
"16652","Gm11604"
"16653","Gm6689"
"16654","Gm15338"
"16655","Gm12200"
"16656","Gm15340"
"16657","Gm14273"
"16658","Gm14209"
"16659","Gm11846"
"16660","Gm12395"
"16661","Gm14061"
"16662","Gm8091"
"16663","Gm16019"
"16664","Gm12951"
"16665","Gm13752"
"16666","Gm12781"
"16667","Gm8980"
"16668","Gm12299"
"16669","Gm15556"
"16670","Gm8988"
"16671","Ccdc42os"
"16672","Gm14371"
"16673","4930405D11Rik"
"16674","Gm11201"
"16675","1700003D09Rik"
"16676","AA387200"
"16677","Gm14275"
"16678","Gm13589"
"16679","Gm12145"
"16680","Gm15904"
"16681","2310016D23Rik"
"16682","Gm14368"
"16683","Gm12530"
"16684","Gm13027"
"16685","Gm15600"
"16686","Gm15643"
"16687","Gm14742"
"16688","Gm13816"
"16689","Gm15258"
"16690","Gm12055"
"16691","Gm12408"
"16692","Gm11375"
"16693","Gm13403"
"16694","Gm7437"
"16695","Gm16731"
"16696","Gm11515"
"16697","Gm15905"
"16698","A830012C17Rik"
"16699","Gm13411"
"16700","Gm12493"
"16701","Gm13448"
"16702","1700057H21Rik"
"16703","4930587A21Rik"
"16704","Gm15318"
"16705","AL645739.1"
"16706","Gm15902"
"16707","Gm16095"
"16708","Gm11872"
"16709","Gm13179"
"16710","Gm15762"
"16711","Gm12239"
"16712","4933406G16Rik"
"16713","Gm12374"
"16714","Gm11250"
"16715","Gm12243"
"16716","Pax6os1"
"16717","Gm14255"
"16718","Gm12348"
"16719","Gm14254"
"16720","Gm16085"
"16721","Gm12869"
"16722","Gm12670"
"16723","A330043C09Rik"
"16724","1700095A21Rik"
"16725","9530046B11Rik"
"16726","Drr1"
"16727","Gm15178"
"16728","Gm13837"
"16729","Gm4846"
"16730","Gm15324"
"16731","Unc45bos"
"16732","Gm16084"
"16733","Gm13075"
"16734","Gm12257"
"16735","4930439A04Rik"
"16736","Gm16180"
"16737","4930423M02Rik"
"16738","1700120G11Rik"
"16739","Gm13708"
"16740","8430436N08Rik"
"16741","Gm12354"
"16742","Gm11861"
"16743","Gm13274"
"16744","Ncr3-ps"
"16745","Gm14396"
"16746","Gm11657"
"16747","1700123O12Rik"
"16748","Gm12916"
"16749","Gm11640"
"16750","Gm15323"
"16751","Gm15341"
"16752","Gm12688"
"16753","Gm16250"
"16754","Gm14291"
"16755","Gm14707"
"16756","Gm15326"
"16757","4930563I02Rik"
"16758","Gm14642"
"16759","Gm15733"
"16760","Gm12065"
"16761","Gm14169"
"16762","Gm14507"
"16763","A530076I17Rik"
"16764","Gm15942"
"16765","Gm13558"
"16766","Gm13631"
"16767","Gm16331"
"16768","Gm16159"
"16769","1700001J04Rik"
"16770","Gm12718"
"16771","Gm16248"
"16772","4930471C06Rik"
"16773","Gm11211"
"16774","Hnf1aos2"
"16775","Smek3-ps"
"16776","Gm15479"
"16777","Gm15729"
"16778","Gm13150"
"16779","Gm15271"
"16780","Gm15598"
"16781","Gm5698"
"16782","Gm12923"
"16783","Gm15354"
"16784","Gm14643"
"16785","Gm13025"
"16786","4933438A12Rik"
"16787","Gm15389"
"16788","Gm16342"
"16789","Gm13029"
"16790","Gm14342"
"16791","Gm13827"
"16792","Gm15221"
"16793","Gm12144"
"16794","2700068H02Rik"
"16795","Kis2"
"16796","Gm6425"
"16797","Gm15534"
"16798","Gm14616"
"16799","Gm14317"
"16800","1700036O09Rik"
"16801","Ccdc34os"
"16802","Gm15169"
"16803","Gm15462"
"16804","Gm11508"
"16805","Gm16329"
"16806","Gm6152"
"16807","Gm13976"
"16808","Bcas3os1"
"16809","Gm6270"
"16810","1700019E08Rik"
"16811","Gm13985"
"16812","Gm15668"
"16813","Gm12679"
"16814","Gm13783"
"16815","Gm14717"
"16816","4933405E24Rik"
"16817","Gm12462"
"16818","Gm14062"
"16819","Gm16599"
"16820","4930412B13Rik"
"16821","Gm8661"
"16822","Gm12660"
"16823","Gm11820"
"16824","Gm7546"
"16825","Usp46os2"
"16826","Gm16284"
"16827","5830418P13Rik"
"16828","Gm14258"
"16829","Gm14329"
"16830","Gm12121"
"16831","4930558G05Rik"
"16832","Gm15274"
"16833","Gm16127"
"16834","Gm12724"
"16835","Gm14095"
"16836","Gm12694"
"16837","Gm13773"
"16838","Gm12052"
"16839","4930548K13Rik"
"16840","Gm15239"
"16841","Gm3765"
"16842","A930031H19Rik"
"16843","4930519D14Rik"
"16844","Gm12496"
"16845","Tmcc3os"
"16846","Rbm46os"
"16847","1700121C08Rik"
"16848","Olfr75-ps1"
"16849","2810433D01Rik"
"16850","Gm15138"
"16851","Gm16933"
"16852","Gm11269"
"16853","D030055H07Rik"
"16854","Gm15632"
"16855","Gm13790"
"16856","Gm11754"
"16857","Gm12278"
"16858","Gm12122"
"16859","Gm15336"
"16860","Gm15940"
"16861","Arl4aos"
"16862","Gm16087"
"16863","Gm13200"
"16864","Slfn5os"
"16865","Gm14233"
"16866","1700007J10Rik"
"16867","4930480G23Rik"
"16868","1700120E14Rik"
"16869","Gm12107"
"16870","Gm11535"
"16871","Gm13723"
"16872","Gm11916"
"16873","1810059C17Rik"
"16874","Gm15932"
"16875","Gm11345"
"16876","Gm12510"
"16877","Gm11626"
"16878","1700017J07Rik"
"16879","Gm13497"
"16880","Gm13481"
"16881","Gm13938"
"16882","4933428C19Rik"
"16883","Gm13441"
"16884","Gm16214"
"16885","A330102I10Rik"
"16886","Gm11751"
"16887","4930593C16Rik"
"16888","1700061J23Rik"
"16889","Gm6182"
"16890","E330017L17Rik"
"16891","Gm12478"
"16892","Gm11978"
"16893","Gm12127"
"16894","1700071G01Rik"
"16895","4930529C04Rik"
"16896","Gm13753"
"16897","1700026D11Rik"
"16898","Gm11195"
"16899","AV064505"
"16900","Banf2os"
"16901","Gm12701"
"16902","Gm12108"
"16903","Gm15563"
"16904","1700042O10Rik"
"16905","A630014C17Rik"
"16906","4930555B11Rik"
"16907","Gm15322"
"16908","9330198N18Rik"
"16909","Gm14123"
"16910","Gm11588"
"16911","Gm13898"
"16912","Gm16158"
"16913","Gm14236"
"16914","Gm12415"
"16915","Gm15645"
"16916","Gm4487"
"16917","Gm13362"
"16918","4930421P07Rik"
"16919","Gm11364"
"16920","Gm15569"
"16921","Gm15295"
"16922","Gm14929"
"16923","B430119L08Rik"
"16924","Rsf1os1"
"16925","Gm15200"
"16926","Gm13021"
"16927","Gm12069"
"16928","Gm15046"
"16929","Gm11722"
"16930","Gm15961"
"16931","Gm13191"
"16932","Prkag2os1"
"16933","9030204H09Rik"
"16934","Macrod2os1"
"16935","Gm14947"
"16936","Gm2639"
"16937","1700030C12Rik"
"16938","Gm13990"
"16939","4930571N24Rik"
"16940","Gm12580"
"16941","Gm16265"
"16942","Platr13"
"16943","Gm14102"
"16944","Gm16014"
"16945","Gm15287"
"16946","8030443G20Rik"
"16947","Gm15458"
"16948","Ift88os"
"16949","Gm11638"
"16950","Gm16362"
"16951","Gm12292"
"16952","Gm14204"
"16953","Gm15259"
"16954","Gm16217"
"16955","Gm15875"
"16956","4930597A21Rik"
"16957","Gm16058"
"16958","Gm11291"
"16959","Gm12600"
"16960","Gm11747"
"16961","Gm12534"
"16962","Gm14503"
"16963","Gm13393"
"16964","Olfr1343-ps1"
"16965","Gm13499"
"16966","Pabpc1l2a-ps"
"16967","Gm15281"
"16968","Gm15731"
"16969","Acss2os"
"16970","Gm12910"
"16971","Gm11351"
"16972","Gm16758"
"16973","Scml1"
"16974","Gm13709"
"16975","Gm11755"
"16976","Gm12972"
"16977","Pla2g10os"
"16978","Gm15444"
"16979","Gm15999"
"16980","Gm14223"
"16981","Gm14426"
"16982","Gm14651"
"16983","Platr15"
"16984","Gm13133"
"16985","Rab11fip4os2"
"16986","Gm13660"
"16987","Gm7076"
"16988","Gm15280"
"16989","Gm16126"
"16990","Gm11192"
"16991","Gm11729"
"16992","Gm12682"
"16993","Gm16548"
"16994","Rapgef3os1"
"16995","Gm15609"
"16996","Gm13620"
"16997","4930562D21Rik"
"16998","Gm12064"
"16999","1700007M16Rik"
"17000","Gm14330"
"17001","Gm13256"
"17002","Gm13348"
"17003","Gm16130"
"17004","Gm11831"
"17005","Gm16157"
"17006","Gm14397"
"17007","Gm12784"
"17008","1700112J05Rik"
"17009","Gm16081"
"17010","Gm12949"
"17011","Platr20"
"17012","Gm15511"
"17013","Gm15286"
"17014","A430048G15Rik"
"17015","9130015L21Rik"
"17016","Gm13165"
"17017","Gm15701"
"17018","Gm14260"
"17019","Gm14146"
"17020","Gm12594"
"17021","BC046251"
"17022","Gm12249"
"17023","Gm13434"
"17024","Gm15273"
"17025","Gm13618"
"17026","Zfp286os"
"17027","Plxna4os2"
"17028","Gm11592"
"17029","Gm16178"
"17030","Gm12590"
"17031","Gm15015"
"17032","F630206G17Rik"
"17033","4930547E08Rik"
"17034","Gm16876"
"17035","4933406J10Rik"
"17036","Gm16237"
"17037","Gm11234"
"17038","4933427G23Rik"
"17039","4930511O05Rik"
"17040","Gm13595"
"17041","Gm12347"
"17042","4930507D10Rik"
"17043","Gm14582"
"17044","Gm12088"
"17045","Gm15577"
"17046","Gm16263"
"17047","Gm13465"
"17048","4930407G08Rik"
"17049","B230112J18Rik"
"17050","Plxna4os3"
"17051","Gm13750"
"17052","Gm15499"
"17053","Gm12833"
"17054","Gm9458"
"17055","4931428L18Rik"
"17056","Gm15589"
"17057","Platr12"
"17058","Sox5os5"
"17059","Gm6117"
"17060","Gm11685"
"17061","Gm13977"
"17062","Gm14902"
"17063","Gm13763"
"17064","Gm12154"
"17065","Gm4409"
"17066","Hnrnpa1l2-ps"
"17067","Tspan2os"
"17068","Gm13261"
"17069","Gm12037"
"17070","Gm11674"
"17071","Gm14051"
"17072","Gm2309"
"17073","Gm13912"
"17074","1700025D23Rik"
"17075","Cep112os1"
"17076","Gm14546"
"17077","4930527A07Rik"
"17078","Gm15969"
"17079","Gm13070"
"17080","Gm15587"
"17081","1700080G11Rik"
"17082","Gm11915"
"17083","1700092C02Rik"
"17084","Gm14262"
"17085","Gm15908"
"17086","1700029M20Rik"
"17087","Lyrm7os"
"17088","Gm12911"
"17089","Gm12147"
"17090","Gm13764"
"17091","Gm11579"
"17092","Gm16222"
"17093","4930502E09Rik"
"17094","4930556L07Rik"
"17095","Gm15943"
"17096","Gm43154"
"17097","4932443L11Rik"
"17098","Platr21"
"17099","Gm11981"
"17100","Gm13110"
"17101","Gm8978"
"17102","Gm15677"
"17103","3110082J24Rik"
"17104","Gm16726"
"17105","Gm11482"
"17106","Ctrcos"
"17107","Gm13613"
"17108","Gm13377"
"17109","1700028P15Rik"
"17110","4930448D08Rik"
"17111","4930461C15Rik"
"17112","Gm15579"
"17113","Gm13467"
"17114","Gm14280"
"17115","Gm12440"
"17116","Gm14547"
"17117","Gm13748"
"17118","Gm16212"
"17119","Gm14250"
"17120","Gm15681"
"17121","Tbx3os2"
"17122","Lce6a"
"17123","Gm13257"
"17124","Gm11374"
"17125","Gm13781"
"17126","Gm16080"
"17127","Trav20"
"17128","Gm1720"
"17129","Gm15325"
"17130","Gm15288"
"17131","Gm14225"
"17132","Gm13175"
"17133","Lipo5"
"17134","Gm12828"
"17135","Gm14012"
"17136","1700060C16Rik"
"17137","4933430M04Rik"
"17138","Gm11365"
"17139","Cyp4x1os"
"17140","Itpr3os"
"17141","1600002D24Rik"
"17142","Gm11728"
"17143","Hotair"
"17144","Gm15276"
"17145","Gm15298"
"17146","Gm13598"
"17147","Gm4926"
"17148","Gm15755"
"17149","4930505O20Rik"
"17150","Gm14019"
"17151","Gm11497"
"17152","Gm13189"
"17153","4930406D18Rik"
"17154","Gm11823"
"17155","Gm14210"
"17156","Gm14532"
"17157","Gm22000"
"17158","4933426K07Rik"
"17159","Gm9697"
"17160","Gm13530"
"17161","Gm12746"
"17162","Gm2020"
"17163","4930562A09Rik"
"17164","Gm15527"
"17165","4930522O17Rik"
"17166","Gm14697"
"17167","Gm12596"
"17168","Aknaos"
"17169","4930583P06Rik"
"17170","1700021L23Rik"
"17171","E330010L02Rik"
"17172","Gm13017"
"17173","Gm14135"
"17174","Gm15948"
"17175","4930443O20Rik"
"17176","4930527B05Rik"
"17177","Gm15092"
"17178","Gm15208"
"17179","Gm12316"
"17180","4933435F18Rik"
"17181","Gm13791"
"17182","Gm12171"
"17183","Gm12484"
"17184","Gm16441"
"17185","Gm15334"
"17186","Rsf1os2"
"17187","Gm13402"
"17188","4933416E14Rik"
"17189","Gm16033"
"17190","Bcas1os2"
"17191","Gm15475"
"17192","Cntrobos"
"17193","Gm2231"
"17194","Nphs1os"
"17195","1700041M05Rik"
"17196","Gm12930"
"17197","Gm14041"
"17198","Gm15979"
"17199","2900072N19Rik"
"17200","Fthl17-ps3"
"17201","Gm13206"
"17202","Gm14241"
"17203","Gm14155"
"17204","Gm11748"
"17205","4930432L08Rik"
"17206","2900079G21Rik"
"17207","Cdrt4os2"
"17208","Gm14033"
"17209","Gm13599"
"17210","1700042G15Rik"
"17211","4930515B02Rik"
"17212","Bach2it1"
"17213","Gm12730"
"17214","Gm15082"
"17215","Gm14004"
"17216","Gm12301"
"17217","Gm12339"
"17218","A130030D18Rik"
"17219","Gm15857"
"17220","Sap30bpos"
"17221","Gm11532"
"17222","Gm13793"
"17223","Gm12505"
"17224","Trp73os"
"17225","Recql5os1"
"17226","Gm14249"
"17227","Gm13229"
"17228","Gm12480"
"17229","Gm12199"
"17230","Gm15083"
"17231","Gm13016"
"17232","Gm12068"
"17233","Gm13269"
"17234","Gm12160"
"17235","Nctc1"
"17236","Gm15486"
"17237","Gm13093"
"17238","4930586N03Rik"
"17239","Gm11884"
"17240","Gm11782"
"17241","Gm14641"
"17242","Gm13661"
"17243","Gm13344"
"17244","Tmem132cos"
"17245","Gm13964"
"17246","4930474H06Rik"
"17247","Gm11264"
"17248","Gm11399"
"17249","Gm7237"
"17250","Pcsk2os2"
"17251","Gm12324"
"17252","Gm11523"
"17253","Gm7847"
"17254","4930403D09Rik"
"17255","Gm6706"
"17256","Gm13839"
"17257","Gm12756"
"17258","Gm16316"
"17259","Gm16152"
"17260","Gm27192"
"17261","Gm15864"
"17262","4930509K18Rik"
"17263","Gm11683"
"17264","Gm11376"
"17265","Gm5958"
"17266","Gm12665"
"17267","Gm15205"
"17268","Gm14228"
"17269","1700030C14Rik"
"17270","Cldn34-ps"
"17271","Gm15008"
"17272","Sox5os2"
"17273","Gm14093"
"17274","Gm16336"
"17275","Gm14244"
"17276","Nr5a1os"
"17277","Gm15891"
"17278","1700001G01Rik"
"17279","Gm12962"
"17280","Gm12153"
"17281","Gm11337"
"17282","D230022J07Rik"
"17283","Gm11924"
"17284","Gm13872"
"17285","D430001F17Rik"
"17286","4930412L05Rik"
"17287","Gm14820"
"17288","Skint6"
"17289","Gm12907"
"17290","Gm13780"
"17291","Gm13097"
"17292","Gm15818"
"17293","Gm15813"
"17294","Gm13986"
"17295","1700073E17Rik"
"17296","4930445N08Rik"
"17297","Gm16175"
"17298","Gm5125"
"17299","Gm15391"
"17300","Gm15555"
"17301","Gm14618"
"17302","Gm13209"
"17303","Gm13376"
"17304","Gm11377"
"17305","4930442L01Rik"
"17306","Gm2182"
"17307","Gm14014"
"17308","Gm14015"
"17309","Gm12827"
"17310","Gm14764"
