genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Slc8b1,95.39602836,0.011551344,0.479494492,0.02409067,0.980780285,0.995855559
Tmem204,4.036229127,0.057729578,2.397462331,0.024079452,0.980789234,NA
Abitram,34.25782449,0.016107675,0.670328225,0.024029534,0.980829051,0.995855559
Gm29517,0.938573524,0.072880679,3.049663178,0.023897944,0.980934014,NA
Scd2,427.2493131,0.021222687,0.888724131,0.023879949,0.980948368,0.995855559
Fam126b,291.3335479,-0.014890081,0.625524507,-0.023804153,0.981008827,0.995855559
Sun2,44.28504984,0.032460601,1.367530667,0.023736653,0.981062669,0.995855559
Gm8121,8.007163683,-0.052126338,2.196958698,-0.02372659,0.981070696,NA
Dsg1c,0.621698817,0.072600231,3.060758015,0.02371969,0.9810762,NA
Eda,2.964116442,0.050226557,2.125177341,0.023634054,0.981144508,NA
Nup210l,3.256761243,-0.039799867,1.685662227,-0.02361082,0.981163041,NA
Gar1,1.179524473,0.07156376,3.032968069,0.02359529,0.981175429,NA
Pusl1,24.29956871,0.036718447,1.556752365,0.023586569,0.981182386,0.995855559
Vmn1r52,1.32557843,-0.071096692,3.028296382,-0.023477455,0.981269422,NA
Tgs1,164.4683551,-0.017072986,0.728585657,-0.023433053,0.98130484,0.995855559
Pcbd1,3.635209491,-0.070485983,3.010216532,-0.023415586,0.981318773,NA
Gcsh,153.5529121,-0.01547285,0.660855579,-0.02341336,0.981320548,0.995855559
Tmem54,3.078669717,-0.071292718,3.052614856,-0.023354639,0.981367388,NA
Slc5a12,19.68194204,0.019132732,0.819804713,0.023338159,0.981380534,0.995855559
Zfp410,69.06227661,0.014203531,0.608663096,0.023335621,0.981382558,0.995855559
Gpsm2,3.390212946,-0.071328885,3.062086466,-0.02329421,0.98141559,NA
Gm45855,40.4509703,-0.030762283,1.321550806,-0.023277412,0.981428989,0.995855559
Polr2g,15.73800377,0.039655139,1.703707705,0.023275788,0.981430285,0.995855559
Ddx3x,221.4800625,-0.021825363,0.93887839,-0.023246209,0.981453879,0.995855559
Ercc5,0.830127194,-0.070896971,3.051069274,-0.023236762,0.981461415,NA
Exoc1,12.10134128,-0.02034256,0.877586219,-0.023180126,0.981506591,NA
Brwd3,31.92672783,-0.023223203,1.003837753,-0.023134419,0.981543051,0.995862535
Trp53rka,11.53584357,0.020756959,0.898544913,0.023100636,0.981569998,NA
Fkbp1b,1.92864156,0.070163538,3.043606798,0.02305276,0.981608187,NA
Gm20605,8.944199956,0.043860094,1.909120846,0.022973975,0.981671033,NA
Eif2ak1,109.6413557,-0.018510528,0.806926798,-0.022939538,0.981698502,0.995936752
Olfr239,3.983479782,0.034208605,1.502310843,0.022770657,0.981833214,NA
Gm17509,3.297701893,-0.033652129,1.481040892,-0.022721945,0.981872071,NA
Psenen-ps,1.418467634,-0.068974136,3.042550832,-0.022669838,0.981913635,NA
Hr,6.33526986,0.057443166,2.543102534,0.022587829,0.981979052,NA
Adgrg3,5.929295231,-0.02498428,1.111317477,-0.022481676,0.982063729,NA
Cyp2e1,5.222355366,0.0365871,1.627601423,0.022479152,0.982065742,NA
Hsf2bp,6.961298285,-0.064739939,2.88412612,-0.022446986,0.9820914,NA
Ankrd26,42.77990381,0.020263364,0.903256997,0.022433664,0.982102027,0.996262607
Zfp503,6.79857922,0.036576696,1.636411509,0.022351772,0.982167351,NA
Olfr1264,4.332189287,0.031022651,1.398586189,0.022181437,0.982303225,NA
Ppm1j,4.093424533,0.067092635,3.03803736,0.022084203,0.982380787,NA
Eef1b2,754.5138248,0.019043629,0.87162097,0.021848521,0.982568789,0.996502329
Rcan3,33.72091349,0.028818561,1.32006187,0.02183122,0.98258259,0.996502329
Slc16a3,168.6322386,0.024221729,1.109939119,0.021822574,0.982589487,0.996502329
Gm19891,5.193994665,0.04808098,2.204220555,0.021813144,0.982597009,NA
Cfap221,17.12995878,0.029366248,1.351758536,0.021724478,0.982667738,0.996502329
Gm3027,2.85911892,-0.066262618,3.050806245,-0.021719707,0.982671543,NA
Kif2a,80.83762152,-0.015335507,0.716003344,-0.021418206,0.98291205,0.99666656
Gm45674,1.650614373,0.064499744,3.019740193,0.021359369,0.982958985,NA
Adamts6,3.373552919,-0.041735641,1.961260773,-0.021280006,0.983022293,NA
Crygc,11.9338808,0.033939693,1.595153825,0.021276752,0.983024889,NA
E130311K13Rik,33.76908754,-0.014141126,0.66466924,-0.021275434,0.98302594,0.996698526
Sla,11.73688963,-0.033345929,1.570431546,-0.021233609,0.983059304,NA
Kif20b,2.018898346,0.040063763,1.890621518,0.02119079,0.983093461,NA
Asb16,1.627768597,0.064388039,3.044025173,0.021152269,0.98312419,NA
Hps4,190.3464682,0.019429298,0.921265621,0.02108979,0.983174029,0.996699106
Gm572,0.928485712,-0.063709273,3.022130905,-0.021080911,0.983181112,NA
Slc35f6,37.31965708,-0.023937514,1.1434736,-0.020934033,0.983298278,0.996699106
Prss21,0.581289702,0.064375732,3.078645507,0.020910407,0.983317125,NA
H2-D1,17.03155682,0.016239737,0.781609066,0.020777314,0.983423295,0.996699106
Mcee,2.88569316,0.062491816,3.019660697,0.020694979,0.983488974,NA
Zfp560,27.81102025,0.01794893,0.868769837,0.020660167,0.983516744,0.996699106
Rarres2,132.683555,-0.020237234,0.984107573,-0.020564046,0.983593421,0.996699106
Pxdn,8.892073653,-0.026444445,1.290344731,-0.020494093,0.983649224,NA
Anp32a,2.253871155,-0.039712006,1.939008605,-0.020480572,0.98366001,NA
Epha1,4.896047468,-0.029707499,1.453542356,-0.020438,0.98369397,NA
Rbm28,204.4840815,-0.009437583,0.462360338,-0.020411748,0.983714912,0.996699106
Ogdhl,173.8730226,-0.019180675,0.9406059,-0.020391829,0.983730802,0.996699106
Gm9830,1.785744482,0.062588583,3.076229883,0.020345873,0.983767462,NA
Irf9,84.65005569,0.010229049,0.50529353,0.020243775,0.983848907,0.996699106
Jdp2,2.199689697,0.054670719,2.707438695,0.020192782,0.983889586,NA
Helt,5.358173919,-0.059511613,2.948831116,-0.020181425,0.983898646,NA
Gpr26,104.5975564,-0.012019771,0.598709648,-0.020076127,0.983982644,0.996699106
Gm8096,23.16263259,0.033502185,1.676814386,0.019979662,0.984059597,0.996699106
Cygb,818.049782,0.011129819,0.557639104,0.01995882,0.984076223,0.996699106
Ubl5b,5.343989768,0.032357164,1.624851017,0.019913926,0.984112036,NA
Ubl5c,5.343989768,0.032357164,1.624851017,0.019913926,0.984112036,NA
Dnaja4,272.7987541,-0.05082227,2.573466107,-0.019748568,0.984243947,0.996699106
Adat2,2.019781124,0.059123003,2.997453341,0.019724411,0.984263217,NA
Gm2645,0.666467699,0.060330989,3.059008801,0.019722398,0.984264823,NA
Olfr1404,1.698432373,0.060228927,3.054345655,0.019719093,0.98426746,NA
Pom121l2,3.777069754,-0.060211048,3.054881524,-0.019709782,0.984274888,NA
Pzp,73.66086394,-0.018039858,0.916559975,-0.019682136,0.984296942,0.996699106
Gm5652,0.547098593,-0.060194441,3.066365082,-0.019630553,0.984338091,NA
Cenpp,1.533441281,0.054947967,2.805889926,0.01958308,0.984375961,NA
Gm18622,0.658705029,0.059216473,3.06043732,0.019349023,0.984562676,NA
Gm10343,40.73031626,-0.029531461,1.527820044,-0.019329149,0.984578531,0.996699106
Zfp660,55.9972215,0.012935812,0.669800583,0.01931293,0.984591469,0.996699106
Cables1,4.070825144,0.039631872,2.080345591,0.019050619,0.984800724,NA
Gm5370,1.345701037,0.05747672,3.019330039,0.019036249,0.984812188,NA
Slpi,4.346731368,0.058494109,3.074999639,0.019022477,0.984823175,NA
Ccdc127,85.6082757,0.009232353,0.486521472,0.018976251,0.984860051,0.996699106
Gm11281,18.88931639,0.021418666,1.129475153,0.01896338,0.984870319,0.996699106
Lamtor4,712.884369,-0.014414174,0.761278612,-0.018934164,0.984893626,0.996699106
Obi1,10.68203336,0.028890831,1.529419124,0.018890068,0.984928803,NA
Gm4806,1.348690303,-0.057164769,3.030077642,-0.018865777,0.984948181,NA
Sntg1,4.081616343,-0.041058298,2.17732357,-0.018857233,0.984954997,NA
2010315B03Rik,18.41228047,-0.020650174,1.098895359,-0.018791757,0.98500723,0.996699106
Lhx3,0.65714126,-0.057480476,3.065257377,-0.018752251,0.985038745,NA
Slc10a7,31.82410216,-0.012065631,0.644766269,-0.018713185,0.98506991,0.996699106
Klhl22,137.6695365,-0.019398473,1.037636984,-0.018694855,0.985084533,0.996699106
Rps15a-ps2,1.429144447,-0.05712257,3.073671062,-0.018584477,0.985172586,NA
Clip3,1.831300279,-0.056779019,3.056047076,-0.018579236,0.985176767,NA
Gm4701,0.712162594,-0.056894695,3.064855925,-0.018563579,0.985189258,NA
Naa25,41.17171429,-0.011781495,0.635998168,-0.018524416,0.9852205,0.996699106
Gm7936,3.951606873,-0.037302883,2.015725393,-0.018505935,0.985235243,NA
Gemin2,181.4516113,-0.011749416,0.636130481,-0.018470135,0.985263802,0.996699106
Gm49329,5.078922854,-0.028407454,1.538498961,-0.018464396,0.985268381,NA
Dnah3,169.624098,0.0155564,0.843327108,0.01844646,0.985282689,0.996699106
Sap18,129.9637783,0.009791012,0.533328042,0.01835833,0.985352995,0.996699106
Gm45315,64.65659401,-0.029691504,1.622957219,-0.018294693,0.985403761,0.996699106
Gm4725,0.566270266,-0.05593792,3.066099356,-0.018244001,0.985444201,NA
Abcc10,20.92101776,0.017328372,0.953093368,0.01818119,0.985494308,0.996699106
Gm6652,11.49521822,-0.055785392,3.068371038,-0.018180784,0.985494632,NA
Sprr2a3,15.57407971,0.048073679,2.6474866,0.018158233,0.985512622,0.996699106
Gm12294,0.702801114,-0.055674128,3.074997483,-0.018105422,0.985554752,NA
Blzf1,32.10607614,0.012727323,0.703784133,0.018084129,0.985571739,0.996699106
Atp1a3,34.04320638,-0.018957849,1.051110724,-0.018036015,0.985610122,0.996699106
Gm5764,2.602542455,0.048861255,2.710083068,0.018029431,0.985615375,NA
Zfp931,23.32289572,0.017038247,0.947003017,0.017991756,0.98564543,0.996699106
Helq,1.525207911,0.05474453,3.057272214,0.017906332,0.985713578,NA
Ube2z,403.8531463,-0.023636791,1.32423159,-0.017849439,0.985758964,0.996699106
Olfr729,15.63636954,0.016833735,0.944976601,0.017813917,0.985787302,0.996699106
Gm5885,1.215036251,0.054363373,3.052600029,0.017808875,0.985791324,NA
Klhl12,215.3527624,0.00899491,0.506348959,0.017764252,0.985826923,0.996699106
Ska1,3.80137539,-0.045379177,2.573060971,-0.017636262,0.985929028,NA
Edaradd,95.09110002,0.018215573,1.035215172,0.017595929,0.985961204,0.996710933
Gabpa,0.932247927,-0.053738444,3.06376651,-0.017539993,0.986005828,NA
Gm6443,0.676312933,-0.05329513,3.064991434,-0.017388345,0.986126807,NA
Gm13223,1.834326121,0.053320997,3.074937064,0.017340516,0.986164963,NA
Rbl1,8.598790099,-0.027299515,1.578080676,-0.017299188,0.986197933,NA
Gm3327,14.77501559,0.052469038,3.046070684,0.017225155,0.986256995,NA
Trim21,7.350525059,0.031622508,1.838241214,0.017202589,0.986274997,NA
Defa-ps14,0.657201049,-0.052460529,3.054843015,-0.017172905,0.986298678,NA
Pdc,6.625597105,-0.033789602,1.968242336,-0.017167399,0.98630307,NA
Gm15921,3.81305373,-0.031640755,1.857441722,-0.017034588,0.986409022,NA
Upf3a,260.1685948,-0.009132354,0.538724405,-0.01695181,0.98647506,0.996710933
Crhr2,1.955307507,0.050496852,2.984336407,0.01692063,0.986499935,NA
H2bc4,48.24877399,0.013119011,0.778365979,0.016854554,0.986552648,0.996710933
Rgmb,31.95392617,0.013238161,0.790722264,0.016741859,0.986642553,0.996710933
Gm5070,44.17075714,-0.014234882,0.850789898,-0.016731371,0.98665092,0.996710933
Gm6311,1.061658137,0.051041077,3.059664779,0.016681918,0.986690372,NA
Gm13751,1.008090117,-0.050933689,3.05803432,-0.016655696,0.986711292,NA
Capn2,129.7600453,0.011688137,0.703813549,0.016606866,0.986750247,0.996710933
Gm5010,0.59363601,-0.050548813,3.049063167,-0.016578473,0.986772898,NA
Ldhb,813.6871885,0.019495951,1.178132426,0.016548183,0.986797063,0.996710933
Focad,50.57101508,-0.01169578,0.707116093,-0.016540113,0.986803501,0.996710933
Gm8353,1.240066585,-0.050135164,3.032379721,-0.016533274,0.986808957,NA
Sox1,0.841376933,-0.050616919,3.063959681,-0.0165201,0.986819467,NA
Fbxw2,132.1544127,0.009791136,0.593443548,0.016498849,0.98683642,0.996710933
Hacd4,23.1698577,0.015327393,0.930610507,0.016470255,0.986859232,0.996710933
Tas2r115,0.992944833,-0.050436744,3.062656193,-0.016468301,0.986860791,NA
Gm4165,12.22266367,0.016642852,1.010637202,0.016467682,0.986861285,NA
Stmnd1,50.86226258,-0.024598507,1.506068979,-0.016332922,0.986968793,0.996710933
H2al1e,12.0129185,-0.039341635,2.411656458,-0.016313117,0.986984593,NA
Calhm2,1.194210374,0.049062048,3.029985683,0.016192172,0.987081081,NA
Trmt12,22.73528961,-0.019363036,1.197910659,-0.016164007,0.98710355,0.996710933
Arnt,93.00150361,-0.020173464,1.251449022,-0.016120084,0.987138591,0.996710933
Lrpprc,23.68545242,-0.012174826,0.757455078,-0.016073331,0.98717589,0.996710933
Pds5a,339.949484,0.010579888,0.658289172,0.016071795,0.987177115,0.996710933
Lins1,13.91096927,-0.01823255,1.136418909,-0.016043864,0.987199398,NA
Prrt1,2.251507092,-0.048109349,2.999446659,-0.016039408,0.987202953,NA
Prkar1a,66.09826016,0.014003591,0.873186366,0.016037345,0.987204598,0.996710933
Nlrp4a,0.617210987,0.048730313,3.044250141,0.016007329,0.987228545,NA
Ngrn,53.35660414,-0.012103558,0.756736275,-0.015994421,0.987238843,0.996710933
Hapln2,0.858415542,-0.048552703,3.058855475,-0.015872833,0.987335843,NA
Gm34379,0.754909243,0.048488704,3.059609987,0.015848002,0.987355653,NA
Ndufb5,495.9597393,0.013187014,0.832239734,0.01584521,0.98735788,0.996747953
Pex12,11.8475096,0.045844945,2.897358213,0.015823016,0.987375587,NA
Gm14048,10.57838708,-0.02990431,1.893202812,-0.015795619,0.987397444,NA
Gm6293,3.336450194,-0.027763652,1.768307431,-0.015700693,0.987473174,NA
Pde6b,10.08510037,0.04807044,3.072003347,0.015647913,0.987515282,NA
Tpm4,29.35433433,0.012899017,0.828968831,0.015560316,0.987585165,0.996773366
Sppl2c,1.673302666,-0.044179456,2.847506464,-0.015515138,0.987621207,NA
Kcnb2,32.78517867,0.018888676,1.218166118,0.015505829,0.987628634,0.996773366
Mmp10,0.950294005,0.046754637,3.026073004,0.015450598,0.987672697,NA
Nsa2,447.3576233,-0.009700761,0.629814551,-0.015402567,0.987711016,0.996773366
Kptn,130.5591211,0.011441519,0.742924057,0.015400657,0.987712539,0.996773366
Gm37692,0.783578254,-0.046956237,3.059399939,-0.015348185,0.987754401,NA
Tubb1,0.832552944,-0.04701087,3.063686499,-0.015344543,0.987757306,NA
Gm27185,3.711058097,-0.041724553,2.728458783,-0.015292352,0.987798944,NA
Rps11-ps5,1.898228691,-0.045838352,3.016986294,-0.015193424,0.987877868,NA
Gm18702,1.611675602,-0.046071974,3.062159572,-0.015045582,0.987995815,NA
Brinp1,0.644866576,0.046046516,3.060526535,0.015045292,0.987996046,NA
Gm11942,118.932956,-0.012607082,0.842144367,-0.014970214,0.988055943,0.996856533
Vwa8,83.04259728,-0.010092296,0.674381807,-0.014965256,0.988059899,0.996856533
Nme1,256.7128503,-0.01324511,0.886657292,-0.014938252,0.988081443,0.996856533
Gmeb2,1.160863415,0.045051469,3.035151551,0.014843235,0.988157247,NA
Gm21007,4.147329889,0.045360776,3.06941951,0.014778292,0.988209059,NA
Tmem192,224.13444,-0.015532538,1.053578579,-0.014742648,0.988237495,0.996856533
Psma8,0.776338808,0.044362146,3.030480976,0.014638648,0.988320466,NA
Atp7b,36.8089166,0.02521409,1.723557548,0.014629097,0.988328086,0.996856533
Gm49148,2.508288952,-0.024837346,1.705523251,-0.014562889,0.988380906,NA
Gm4510,4.771209834,-0.043958339,3.022034648,-0.014545941,0.988394427,NA
B3gat1,16.33320292,0.030205373,2.082955222,0.014501211,0.988430113,0.996856533
Gm12601,7.946458645,0.034626512,2.395878471,0.014452533,0.988468949,NA
Fstl1,716.8433735,-0.006972594,0.482942303,-0.014437738,0.988480752,0.996856533
Zfhx2,458.1213015,-0.006853072,0.475655106,-0.01440765,0.988504756,0.996856533
Zfp428,38.83746476,0.024934849,1.735437635,0.014368047,0.988536352,0.996856533
Gsg1,1.069462245,-0.044020274,3.064473843,-0.014364709,0.988539015,NA
Ceacam13,1.505245782,-0.043515281,3.050923637,-0.014262986,0.98862017,NA
Cish,16.74019482,-0.037522218,2.644145602,-0.014190678,0.988677857,0.996907451
Ten1,627.7691966,-0.010385474,0.73665073,-0.014098234,0.98875161,0.996907451
Gm48557,3.091790259,0.030228398,2.153966906,0.014033826,0.988802994,NA
Gm47330,10.85268035,-0.038841312,2.772010023,-0.014011967,0.988820434,NA
Prr5,9.712902758,0.014391861,1.029274167,0.013982534,0.988843916,NA
Tmem69,29.85641388,-0.008765974,0.631690724,-0.013877002,0.98892811,0.996962075
Gpr161,0.721761193,-0.042142742,3.04212854,-0.013853045,0.988947223,NA
Dynll1,499.4367023,0.005992798,0.433513296,0.013823793,0.988970561,0.996962075
Gm15225,1.124803773,0.042312794,3.075221188,0.013759268,0.989022039,NA
Dennd6a,300.879804,0.007333212,0.534926354,0.013708825,0.989062283,0.996971485
Adm,2.011997201,-0.038049506,2.778547516,-0.013694027,0.989074088,NA
Atp6ap1l,2.285693267,0.036830199,2.707459176,0.013603233,0.989146525,NA
Fmod,2.339045486,-0.041236273,3.0747498,-0.013411261,0.989299682,NA
Aup1,439.7041368,0.010240232,0.764121541,0.013401313,0.989307619,0.997065979
Phkg2,560.0970393,0.006386722,0.477163358,0.01338477,0.989320818,0.997065979
Trim75,6.764626405,0.023783117,1.784962351,0.013324156,0.989369176,NA
Gm12182,1.641351141,0.040920271,3.074912124,0.013307786,0.989382237,NA
Olfr798,1.875421723,0.027767964,2.113872091,0.013136066,0.989519237,NA
Gfi1b,1.150415661,0.04029686,3.076325637,0.013099023,0.989548791,NA
Angptl1,34.46006937,-0.008727304,0.666500295,-0.013094224,0.989552619,0.997216543
Gm5159,1.462180932,-0.039529718,3.073027723,-0.012863443,0.98973674,NA
Npc2,717.3738383,0.008246559,0.641791862,0.012849273,0.989748046,0.997330427
Tcl1,3.771612076,0.03480612,2.714109124,0.012824142,0.989768096,NA
Srp54b,2.031996565,-0.039113622,3.062560563,-0.012771542,0.98981006,NA
Gm11416,1.984161637,-0.038651867,3.042933913,-0.012702171,0.989865406,NA
Gm8266,2.188608954,0.038672548,3.04457379,0.012702122,0.989865445,NA
Dctd,1.53226351,0.038666938,3.071349543,0.01258956,0.98995525,NA
Gm13102,5.341495874,0.038076021,3.049013607,0.01248798,0.990036293,NA
Pwp1,3.265706411,-0.019099923,1.535016969,-0.012442809,0.990072331,NA
Lrriq1,42.34294545,0.009809183,0.802523092,0.012222929,0.990247756,0.997650975
Atp6v0c-ps2,1.107923855,0.036637268,3.01050244,0.012169819,0.990290129,NA
Cemip2,73.4589121,-0.011008163,0.906202968,-0.012147569,0.990307881,0.997650975
Gm17402,11.17456936,-0.011372831,0.941444107,-0.012080198,0.990361631,NA
Spice1,229.8328853,-0.008328514,0.691845444,-0.012038114,0.990395207,0.997650975
Zfp788,19.51273885,0.01060809,0.881275101,0.012037206,0.990395931,0.997650975
Mageb16,5.620141827,0.030710551,2.556045825,0.012014867,0.990413754,NA
Mrpl34,69.80091369,-0.018094312,1.516333104,-0.01193294,0.990479117,0.997651723
Cd80,1.496066674,0.029909101,2.522340715,0.011857677,0.990539165,NA
Tmem18,1.398902265,-0.035313097,3.042994271,-0.01160472,0.990740981,NA
Septin6,5.140514467,0.024829993,2.142160493,0.011591098,0.990751849,NA
Gm7939,0.818549832,0.035593694,3.076053289,0.011571222,0.990767707,NA
Acsbg1,6.446997553,-0.025931425,2.241091577,-0.01157089,0.990767971,NA
Gm20438,1.722325968,0.035005747,3.036813115,0.011527133,0.990802883,NA
Alox12,51.13321125,0.007713698,0.670860443,0.011498215,0.990825954,0.997847509
Smchd1,176.8315034,-0.005843482,0.508899087,-0.011482595,0.990838416,0.997847509
Mdm4,81.51513921,0.00768957,0.680045719,0.011307431,0.990978168,0.997905202
Olfr520,0.749149214,-0.034456969,3.051292653,-0.011292581,0.990990016,NA
Slc16a10,86.33096803,0.007695465,0.688019955,0.011184945,0.991075891,0.997920566
Gm20715,4.131377604,-0.011777751,1.064837967,-0.011060604,0.991175095,NA
Gpr160,3.954363431,0.033913052,3.074976803,0.011028718,0.991200535,NA
Plk-ps1,2.938423371,0.032959133,3.023439779,0.010901204,0.99130227,NA
Manea,5.775900412,-0.013998608,1.285836083,-0.010886775,0.991313782,NA
Smpdl3a,3.066272662,-0.027292219,2.520373099,-0.010828642,0.991360162,NA
Impg2,3.519350919,-0.015222633,1.40698541,-0.010819325,0.991367596,NA
Gm18343,9.363354282,0.030382658,2.821555038,0.010768055,0.991408502,NA
Gm47098,25.83610403,0.021647549,2.021841341,0.010706848,0.991457334,0.998221583
Ackr4,1.139579667,0.032535382,3.046281184,0.010680361,0.991478467,NA
Olfr1245,11.41832936,0.010299271,0.965778745,0.010664214,0.99149135,NA
Gm9264,5.317278926,-0.031532557,2.992458216,-0.010537343,0.991592573,NA
Plekha3,28.78091571,0.008644963,0.821932913,0.010517845,0.991608128,0.99822571
Yipf3,148.3301071,0.012030627,1.146328179,0.010494924,0.991626416,0.99822571
