genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tab3,8.046184341,1.217510638,2.0039625,0.607551607,0.543484905,NA
Kcns1,12.60085288,-1.662389619,2.736439202,-0.607501025,0.543518463,NA
Cntnap1,16.49020398,-0.551349837,0.907581455,-0.607493502,0.543523454,0.882856011
Slc25a51,900.5831963,-0.301999954,0.497209974,-0.607389171,0.543592673,0.882856011
Sorcs2,266.690707,0.510565403,0.840596104,0.607384926,0.54359549,0.882856011
Zfand1,98.89757717,-0.29838453,0.491355189,-0.607268503,0.543672737,0.882856011
Casp12,4.196331081,-1.130388043,1.861591644,-0.607215899,0.543707643,NA
Tmem198b,10.60689227,1.726601796,2.843613973,0.607185719,0.543727668,NA
Tmem44,234.972583,0.455717151,0.750657102,0.607090973,0.543790541,0.882856011
Tbc1d19,12.62674059,-1.054909414,1.737724468,-0.607063682,0.543808651,NA
Gm17229,112.5082389,-0.402503792,0.663050017,-0.607048913,0.543818452,0.882856011
Zfp280c,1.865676724,-1.845465094,3.040473724,-0.606966302,0.543873275,NA
Snx17,288.3170795,0.287146543,0.473102709,0.606943349,0.543888509,0.882856011
Olfr1459,763.6195055,-0.336311132,0.554155796,-0.606889136,0.543924489,0.882856011
Fam98b,12.6687695,0.86419395,1.424005584,0.606875394,0.543933609,NA
Baz2b,287.4564855,0.288360869,0.475178173,0.606847885,0.543951866,0.882856011
Cep57,5170.987388,-0.323979156,0.533947071,-0.60676268,0.544008419,0.882856011
Znrf2,42.50761281,0.633587441,1.044232144,0.606749605,0.544017097,0.882856011
Slc25a5,73.83478943,0.724754751,1.194731947,0.606625405,0.544099537,0.882856011
Fa2h,17.97725078,-1.149316441,1.894714425,-0.606590854,0.544122472,0.882856011
Fndc5,1212.637446,0.492244537,0.811754417,0.606395883,0.544251902,0.882856011
Samhd1,80.90401999,-0.389515853,0.642418281,-0.606327473,0.544297319,0.882856011
Gm16300,14.26124007,-0.914221141,1.507881065,-0.606295259,0.544318706,NA
Olfr571,546.6941463,-0.409705497,0.675785667,-0.606265443,0.544338502,0.882856011
Gm10217,4.29199021,0.773817324,1.276388992,0.60625509,0.544345376,NA
Igf2bp1,80.80869822,-0.578069437,0.953757092,-0.606097132,0.544450256,0.882856011
Olfr1012,31.93209462,-0.445002068,0.734233519,-0.606077026,0.544463606,0.882856011
Dpyd,5.175925882,-1.208216471,1.993947795,-0.605941877,0.54455335,NA
Rpl7a-ps12,0.727026897,1.85416341,3.060003733,0.605935016,0.544557906,NA
Olfr30,9.567968377,-0.513462741,0.847793458,-0.605646029,0.54474983,NA
Crtc3,696.0604152,0.406531621,0.671245737,0.605637547,0.544755464,0.882856011
Car7,5.130201952,0.69363033,1.145379452,0.605589989,0.544787052,NA
Olfr1372-ps1,995.746432,-0.400604126,0.661515371,-0.605585514,0.544790024,0.882856011
Txndc2,13.29024142,0.772256858,1.275336668,0.605531761,0.544825728,NA
Gm11575,1.005216602,-1.854822205,3.064077804,-0.605344356,0.544950215,NA
Cdk10,720.4155685,0.598978767,0.989552621,0.605302593,0.544977959,0.882856011
Ptpn11,93.32371354,0.674355677,1.114386469,0.605136275,0.545088453,0.882856011
Olfr1160,86.34893522,-0.357024471,0.590019739,-0.605105978,0.545108582,0.882856011
Ascc2,522.2467902,-0.466597307,0.771123626,-0.605087552,0.545120825,0.882856011
Pnoc,86.25405917,-0.604311375,0.998735357,-0.605076581,0.545128114,0.882856011
Hspb6,1.317226289,1.840591861,3.042643193,0.604931878,0.545224261,NA
Nr5a1,1.426209642,-1.828892093,3.023326045,-0.604927178,0.545227384,NA
Zg16,24.84026951,-0.732464814,1.210879822,-0.604902981,0.545243462,0.882856011
Sphkap,17.39141011,-0.747538053,1.235806474,-0.604898962,0.545246133,0.882856011
Vmn2r52,64.42966339,-0.409735774,0.677372286,-0.604890077,0.545252037,0.882856011
Golga7,21.36056757,-0.565767129,0.935354311,-0.604869323,0.545265828,0.882856011
Gm20589,2320.615454,-0.311456418,0.514936167,-0.604844712,0.545282182,0.882856011
Mdm1,13.02794481,-0.97219325,1.607445922,-0.604806194,0.545307778,NA
Zfp523,96.60641282,0.655248203,1.083606429,0.604692059,0.545383625,0.882856011
Fubp1,331.7013061,-0.31922979,0.527926364,-0.604686206,0.545387515,0.882856011
Gm6578,1.285460003,-1.840349302,3.043857666,-0.604610827,0.545437611,NA
Slc7a7,61.52727507,0.691573958,1.143922757,0.604563511,0.545469058,0.882856011
Gm44023,6.158627833,1.536525675,2.5416175,0.604546386,0.545480439,NA
Sbf1,40.704018,0.761904713,1.260559689,0.604417799,0.545565905,0.882856011
Krt17,6.623842752,1.590246468,2.631176956,0.604385982,0.545587053,NA
Olfr802,730.0671021,-0.299897299,0.496245797,-0.604332169,0.545622823,0.882856011
Gm14740,12.47835727,-0.757884038,1.254125207,-0.604312898,0.545635633,NA
Olfr568,15.23753836,-1.343914362,2.223937282,-0.604295082,0.545647476,0.882856011
Gm18139,1.252990707,-1.837627779,3.041027281,-0.604278623,0.545658416,NA
Olfr479,3.483326657,1.405190556,2.326001678,0.604122761,0.545762028,NA
Gm19087,18.67289071,0.820245217,1.357749729,0.604121068,0.545763153,0.882925123
Gm12757,0.837803775,-1.814982253,3.004603335,-0.604067177,0.545798981,NA
Gm13633,9.563354585,1.149549283,1.903418923,0.60393919,0.545884072,NA
Nbn,4.720516989,0.809254176,1.340157243,0.603850168,0.545943262,NA
Dnase2a,273.4033437,0.339897508,0.562888447,0.603845238,0.54594654,0.88310374
Apcdd1,14.40628592,1.283256788,2.125744088,0.603674165,0.546060294,NA
Cntnap5b,2.520098428,-1.513579043,2.507950749,-0.603512268,0.546167957,NA
Hsd11b1,10.76259451,1.115527856,1.848434368,0.603498764,0.546176938,NA
Cdk17,22.32835846,0.592842563,0.9824558,0.603429246,0.546223171,0.883433119
Armc12,13.94176272,-0.94843233,1.571743118,-0.603427061,0.546224625,NA
Olfr1441,2.834857458,-1.019844141,1.690111199,-0.603418368,0.546230406,NA
Gabre,5.479038272,-1.21289951,2.010605309,-0.603250924,0.546341775,NA
Synj2bp,1363.453916,0.364720121,0.604695889,0.603146354,0.546411332,0.883619341
Nudt9,5.461886904,1.441876523,2.391291125,0.60296988,0.546528727,NA
Pou2f1,36.3703267,0.445201975,0.738368631,0.602953533,0.546539602,0.883708674
Klk1b27,2.713736431,1.816999513,3.013891882,0.602874816,0.546591971,NA
Hells,27.74264139,-0.50894845,0.844282714,-0.602817565,0.546630061,0.883736855
Gm11223,2.760554271,-1.841351807,3.05499958,-0.602733899,0.546685727,NA
Gpc1,1.398367624,1.834038983,3.043394233,0.602629447,0.546755226,NA
Gm15460,28.45861891,0.710960202,1.179787736,0.602617047,0.546763477,0.88378545
Gm5380,38.18757722,-0.470792068,0.78132907,-0.602552863,0.546806186,0.88378545
Vps26a,1.489976073,1.840048861,3.05427587,0.602450119,0.546874557,NA
Cdca3,7.247405927,-1.432462595,2.378824284,-0.602172512,0.547059311,NA
Ube2n,18.46526421,-0.797731018,1.325012779,-0.602055339,0.547137302,0.884003064
Terf1,186.0627339,-0.312986106,0.519886121,-0.6020282,0.547155366,0.884003064
Eif4e3,130.7599063,-0.450120102,0.747681401,-0.602021265,0.547159983,0.884003064
Htr2c,1.290674015,-1.81796348,3.019856757,-0.602003216,0.547171997,NA
Slc18b1,159.0873581,-0.419432687,0.696966991,-0.601797061,0.547309232,0.884049193
Gcm2,6.60338525,1.307550621,2.172830719,0.60177289,0.547325323,NA
Stard6,160.5464932,0.808828528,1.344240537,0.601699254,0.547374347,0.884049193
Ssh1,114.1410258,0.744191122,1.237074227,0.60157354,0.547458047,0.884049193
Ttpa,35.04090182,0.922796646,1.534608517,0.601323814,0.547624331,0.884049193
Rims4,9.49839599,0.685552029,1.140425046,0.601137297,0.547748544,NA
Gm9351,34.07536016,-0.426908351,0.710380572,-0.600957244,0.547868464,0.884049193
Stag1,23.83565551,-0.606383085,1.009167143,-0.60087478,0.547923392,0.884049193
Ighv11-2,13.53025019,-0.989479442,1.64675098,-0.60086768,0.547928121,NA
Ccdc33,301.6128633,0.493739186,0.821747568,0.600840459,0.547946254,0.884049193
Gm11598,2.147164356,1.831009294,3.047908085,0.60074295,0.548011207,NA
Creb3l3,0.982403175,-1.834760763,3.054678176,-0.600639628,0.548080038,NA
Oas1b,47.68166419,-0.337561249,0.562085033,-0.600551926,0.548138466,0.884049193
Gtpbp4,443.1580418,-0.387263484,0.644857754,-0.600540943,0.548145783,0.884049193
Gm18716,182.2725876,-0.362621795,0.603870428,-0.600496031,0.548175705,0.884049193
Cbx3,279.4829014,-0.493432121,0.821720231,-0.600486761,0.548181881,0.884049193
Olfr1356,886.8272464,-0.332170963,0.553278824,-0.600368112,0.548260935,0.884049193
Vmn1r228,24.52037024,0.674315334,1.123205145,0.600349221,0.548273522,0.884049193
Lpp,643.9917648,-0.332179987,0.55333105,-0.600327756,0.548287824,0.884049193
Siae,173.8077086,0.361814966,0.60271878,0.600304782,0.548303133,0.884049193
Prickle4,4.106889473,1.222991987,2.037561148,0.600223453,0.548357326,NA
Smad1,40.30749425,0.798682745,1.330847048,0.600131132,0.548418846,0.884049193
Gm48592,36.41951059,-0.395069074,0.65832374,-0.600113667,0.548430485,0.884049193
Eif2s2,192.9659434,0.511906567,0.853280997,0.599927303,0.548554686,0.884131626
Gm15470,2.428088427,1.828695331,3.048214916,0.599923359,0.548557314,NA
Fance,169.9277927,-0.336412934,0.561059289,-0.59960318,0.548770727,0.884362042
Spock2,12.86598192,-0.65981057,1.100414461,-0.599601871,0.5487716,NA
Zbtb34,5.527169108,1.063875616,1.774584392,0.599506916,0.5488349,NA
Mmp16,37.34848686,-0.63120166,1.053230503,-0.599300588,0.548972456,0.884513667
Prmt9,546.4402208,-0.295384449,0.492929514,-0.599242773,0.549011003,0.884513667
Rps8-ps4,11.21824773,-0.830828981,1.386707374,-0.599137927,0.549080912,NA
Rbm3,390.6423573,0.442054647,0.737954671,0.59902683,0.549154993,0.884627872
Hpf1,4.74629812,1.224182124,2.043782289,0.598978732,0.549187067,NA
Xrcc3,21.69168159,0.560450372,0.935781664,0.59891147,0.549231922,0.884634034
Phf24,13.23022972,1.145612097,1.91287812,0.598894454,0.54924327,NA
Ascl4,85.65089171,-0.561795491,0.938204859,-0.598798317,0.549307385,0.884637453
4930519F09Rik,2.25882694,1.191576271,1.990412842,0.598657849,0.549401071,NA
Snx1,1.315706645,1.835042121,3.065408867,0.598628829,0.549420427,NA
Plbd2,61.17927298,0.576961464,0.963846743,0.598602909,0.549437716,0.884637453
Gm42464,2.395021301,-1.482139253,2.476026434,-0.598595892,0.549442396,NA
Tmem106a,41.49773678,-0.536291885,0.895941014,-0.598579457,0.549453359,0.884637453
Ccdc201,3.047432251,-1.785508977,2.983017724,-0.598557951,0.549467703,NA
Olfr845,5.423595502,-0.932017396,1.55716645,-0.598534214,0.549483537,NA
Gm4841,21.71278818,-0.491412753,0.821181923,-0.598421299,0.549558858,0.884689602
Il17f,261.0734032,-0.49035273,0.819640117,-0.598253696,0.549670668,0.884751895
Gm43309,3.855892194,1.804841157,3.017653481,0.598094237,0.549777055,NA
Rpl38-ps2,39.48822065,1.042592679,1.743269508,0.59806741,0.549794955,0.884771183
Gm12623,9.535257567,-1.643568417,2.748212929,-0.598049882,0.54980665,NA
Itga9,8.019551753,-0.774911447,1.295782506,-0.59802586,0.549822678,NA
Gm12936,2.75229431,-0.881614439,1.475224387,-0.597613791,0.55009766,NA
Hspa1a,4.605106704,1.473132064,2.465036237,0.597610713,0.550099714,NA
Scimp,0.900960654,-1.831192496,3.064325837,-0.597584132,0.550117455,NA
Nsf,59.36962086,0.4163448,0.69677517,0.597531051,0.550152882,0.884771183
Slitrk2,10.29195472,-0.832301558,1.393082217,-0.597453293,0.550204782,NA
Slc9a4,7.385825842,1.821865902,3.049485196,0.597433923,0.550217711,NA
St14,587.7101363,-0.319034782,0.534048437,-0.597389225,0.550247546,0.884771183
Ighv1-78,9.53300891,-1.813443748,3.036294036,-0.597255643,0.550336714,NA
Clec4a2,16.36037946,-0.513398833,0.859600776,-0.59725264,0.550338719,0.884771183
Nkiras1,664.0964409,-0.307312831,0.514584956,-0.597205237,0.550370363,0.884771183
Isca1,437.2075492,-0.372666731,0.624019635,-0.597203534,0.5503715,0.884771183
Olfr1543-ps1,1.910728884,-1.240901854,2.07787461,-0.59719766,0.550375422,NA
Fbxl12,1.455610113,1.810014615,3.032006626,0.596969215,0.550527934,NA
Asf1a,2.454958603,-1.814835596,3.040304491,-0.596925604,0.550557052,NA
Cenpw,428.3194662,-0.344724758,0.57760159,-0.596821,0.550626896,0.884771183
Ago2,56.28766384,0.497038344,0.832932327,0.596733165,0.550685546,0.884771183
Rasgrp1,41.52024575,0.52675286,0.88274798,0.596719416,0.550694727,0.884771183
Tunar,0.735500366,1.81956638,3.049361435,0.59670407,0.550704975,NA
Olfr288,0.806748974,-1.800811248,3.019271151,-0.59643906,0.550881953,NA
Gm10717,465.1753556,-0.417218399,0.699702803,-0.596279444,0.550988561,0.884771183
Usp6nl,442.5750659,0.277100305,0.464747095,0.596238918,0.55101563,0.884771183
Aqp9,19.32935159,0.639091859,1.071950596,0.596195255,0.551044795,0.884771183
Tusc1,1.065289241,1.809305221,3.035088071,0.596129397,0.551088787,NA
Gm38356,281.7070725,-0.386242955,0.647949533,-0.596100367,0.551108179,0.884771183
Gm4846,4.613677726,-1.510122592,2.533649034,-0.596026747,0.551157359,NA
Gm4978,1.455783814,-1.776929742,2.981730337,-0.595939116,0.5512159,NA
Gm3453,19.41566614,1.220788805,2.048576897,0.59592042,0.551228391,0.884771183
Arhgef3,20.07800822,-0.569356505,0.955617105,-0.595799826,0.55130896,0.884771183
Ttc34,71.94469692,0.725419293,1.217573971,0.595790736,0.551315033,0.884771183
Cald1,396.3154712,0.520866816,0.87429698,0.595755021,0.551338896,0.884771183
Gm49676,17.2504064,1.345867226,2.259530517,0.595640208,0.55141561,0.884771183
Eif4g3,51.44323229,0.504637871,0.847251533,0.595617537,0.551430759,0.884771183
Ube2d2b,2.539463445,1.817456912,3.051538821,0.59558702,0.55145115,NA
Bag2,20.74840392,-1.022778129,1.717343097,-0.595558413,0.551470266,0.884771183
Lrsam1,39.84000857,-0.745154113,1.251372966,-0.595469243,0.551529853,0.884771183
Dcst1,324.0136,-0.352104979,0.591308065,-0.595467912,0.551530742,0.884771183
Dnajc12,30.05221072,-0.481443462,0.8085967,-0.595406168,0.551572004,0.884771183
Gjc3,288.1729889,-0.311219902,0.522714149,-0.595392152,0.55158137,0.884771183
Cdk1,3.371393178,-1.027197925,1.725256588,-0.595388496,0.551583814,NA
Gm17971,20.49075564,0.910713805,1.529693191,0.595357167,0.55160475,0.884771183
Bmpr2,22.67728156,-0.588243801,0.988099426,-0.595328552,0.551623874,0.884771183
Flnc,28.76939366,-0.469238191,0.788265553,-0.595279331,0.55165677,0.884771183
Cyp2s1,5834.573029,0.339006505,0.569735411,0.595024459,0.551827122,0.884927114
Sertad1,197.727404,0.712096904,1.198166536,0.594322143,0.552296671,0.885183037
Zfp668,333.7456342,-0.451923584,0.760454122,-0.594281195,0.552324054,0.885183037
Meltf,3.620381854,1.395480103,2.348193301,0.594278206,0.552326053,NA
Gm6025,0.861616328,-1.810139806,3.04617686,-0.594233326,0.552356066,NA
Hspb8,82.78002365,-0.63068993,1.061404776,-0.594203026,0.552376329,0.885183037
Ddx55,206.7311996,0.315955927,0.531764049,0.594165641,0.552401331,0.885183037
Sik3,28.77551294,0.471764497,0.794006653,0.594156856,0.552407206,0.885183037
Olfr1484,21.75713949,-0.506126144,0.851878725,-0.594129339,0.552425609,0.885183037
Pdcd5-ps,1.65929632,-1.798510539,3.027852072,-0.593988906,0.552519533,NA
Hcn3,10.58207973,-0.891431345,1.500812553,-0.593965811,0.55253498,NA
Grk3,30.20809816,0.578080708,0.973290526,0.593944657,0.552549129,0.885263738
Phldb3,3.790329974,-1.19002535,2.00475258,-0.593602105,0.552778273,NA
Amdhd1,1.538981447,-1.805799758,3.042629356,-0.593499749,0.552846751,NA
Gabpb1,1.156532105,-1.805549041,3.042613803,-0.593420381,0.552899853,NA
Gm45432,4.62352076,-1.788865172,3.016175985,-0.59309045,0.553120621,NA
Gm47696,2.357459677,-1.793448813,3.02408401,-0.593055222,0.553144196,NA
Acaa2,488.6004253,0.820475291,1.383524131,0.593032874,0.553159152,0.886123762
Rps12-ps24,8.636136664,1.144089026,1.93034315,0.592686863,0.553390735,NA
Sphk1,281.1160946,0.29030668,0.489959988,0.592510994,0.553508461,0.886416435
Smpd2,233.3565185,0.482242593,0.813943492,0.592476747,0.553531387,0.886416435
Memo1,20.48563023,0.549875449,0.928308923,0.592341015,0.553622256,0.886416435
Trappc2,24.02401991,-0.488456144,0.824766421,-0.592235731,0.553692746,0.886416435
Igsf11,6474.014598,-0.425517269,0.718593286,-0.592153137,0.553748047,0.886416435
Cd14,1.380757636,1.811196246,3.060016548,0.591890997,0.553923583,NA
Gm12870,2.074870099,-1.780711216,3.0091558,-0.59176438,0.554008379,NA
Dnajc11,911.7991864,-0.282274564,0.477017863,-0.591748416,0.55401907,0.886416435
Olfr204,2101.915749,-0.309499093,0.523043251,-0.591727533,0.554033057,0.886416435
Trappc5,261.143902,-0.377860943,0.638592095,-0.591709397,0.554045203,0.886416435
Klhdc8b,302.3964835,-0.532583445,0.900255245,-0.591591604,0.554124097,0.886416435
Lgmn,11.5714954,0.80503665,1.360844621,0.591571321,0.554137683,NA
Gm16571,26.20860104,-0.668736384,1.130528122,-0.591525651,0.554168273,0.886416435
Scn4b,26.18901371,-0.841621572,1.422867021,-0.591496999,0.554187466,0.886416435
Tnfaip8,23.31742608,-0.485939915,0.821753405,-0.59134518,0.554289163,0.886416435
2900026A02Rik,117.1982783,-0.440961727,0.745704307,-0.591335899,0.55429538,0.886416435
Gm3534,5.244942864,-1.797275189,3.039692398,-0.591268771,0.55434035,NA
Fzd3,47.23965725,-0.552363722,0.934291431,-0.591211376,0.554378802,0.886416435
Dtnb,1374.204444,0.266216184,0.450362114,0.591115851,0.5544428,0.886416435
Kdelr3,7.173229665,1.798154783,3.042254197,0.591060006,0.554480216,NA
Mthfd1l,2.775624511,1.321064385,2.235245972,0.591015218,0.554510225,NA
Vmn1r86,230.0793922,-0.315587328,0.533979884,-0.591009769,0.554513876,0.886416435
Sele,9.413056792,1.139258641,1.927662375,0.59100528,0.554516884,NA
Vwa1,77.69878188,0.380705678,0.64434798,0.59083863,0.554628549,0.88648264
Gm9225,5.409751618,-1.795185775,3.038823017,-0.590750355,0.554687703,NA
4930402F06Rik,2.089247696,-1.791431965,3.032515326,-0.590741273,0.554693789,NA
Tinagl1,6.795458934,0.749587976,1.269016008,0.590684414,0.554731893,NA
Tcte2,6.361242202,1.198881115,2.030575326,0.5904145,0.554912792,NA
Crb1,7.852344209,0.560600623,0.949618019,0.590343287,0.554960524,NA
Nup160,83.23055437,0.531687704,0.900643168,0.590342238,0.554961227,0.886892593
Taf6l,28.47397291,-0.67357245,1.141189373,-0.590237227,0.555031618,0.886892593
Rpl7-ps7,2.439011606,1.792280906,3.037559103,0.590039846,0.555163936,NA
Fsbp,18.10981076,-0.990153414,1.67849158,-0.589906691,0.555253208,0.887129531
Gm17137,3.683898897,0.871278687,1.477451676,0.589717214,0.555380252,NA
Fanci,18.8898035,-0.484441483,0.821509532,-0.589696728,0.555393989,0.887237316
Ddx51,7.229692095,-0.837470503,1.420257703,-0.589660948,0.555417982,NA
Vmn2r27,225.631422,-0.396759635,0.673038518,-0.589505095,0.555522495,0.887325464
Kank2,7.090269292,-0.951013182,1.613730712,-0.589325824,0.555642725,NA
Gm7450,231.8029929,0.72305795,1.227006193,0.589286308,0.555669228,0.887442699
Sit1,74.52640752,0.359152044,0.609646338,0.589115396,0.555783866,0.887448517
Gm6788,6.004851537,-1.802768502,3.060536594,-0.589036741,0.555836627,NA
Cntnap3,8.568052514,1.800243565,3.05638252,0.589011209,0.555853754,NA
Tbxas1,80.96870458,-0.34467776,0.585345155,-0.588845327,0.555965036,0.887448517
Adamdec1,1.68029899,1.807909402,3.071384352,0.58863014,0.556109411,NA
Tmbim6,78.80417132,0.636807802,1.081886623,0.588608629,0.556123844,0.887448517
Dtd2,23.86945268,-0.807742165,1.372312969,-0.58859909,0.556130244,0.887448517
Zfp516,150.57684113,-0.432021343,0.733990686,-0.588592406,0.55613473,0.887448517
Gm19154,7.248867385,-1.788545972,3.038755656,-0.58857841,0.556144121,NA
Impa2,1.040725463,-1.790961916,3.043364877,-0.588480839,0.556209591,NA
Ythdc1,173.0053913,0.354420221,0.602338856,0.588406705,0.556259338,0.887448517
Gm9890,0.516911084,-1.805123478,3.068072433,-0.588357517,0.556292347,NA
Trim71,88.61604718,-0.696420928,1.18376915,-0.588308057,0.556325539,0.887448517
Elk4,119.045747,-0.931862854,1.58412557,-0.588250623,0.556364083,0.887448517
Qrfpr,3.467018983,-1.564468485,2.659886389,-0.588171168,0.556417408,NA
Adgrd1,20.02274915,0.76356856,1.298267181,0.58814439,0.55643538,0.887448517
Foxn3,888.6025782,-0.390821426,0.664543382,-0.588105211,0.556461676,0.887448517
Cenpt,23.84586075,0.487391398,0.828814029,0.588058818,0.556492814,0.887448517
Hmcn1,154.7600922,-0.304271065,0.517494834,-0.587969281,0.556552912,0.887448517
Catsper3,28.22438169,-1.23597448,2.103409489,-0.58760526,0.556797279,0.887721196
Tcf7,1.489014313,1.33500784,2.272006627,0.587589765,0.556807683,NA
Pira12,1.287186162,-1.800114376,3.063971026,-0.587510247,0.55686107,NA
Amd-ps4,6.471527273,-1.78686763,3.041633057,-0.587469822,0.556888213,NA
Pms1,17.46267356,-0.846525042,1.440986324,-0.587462232,0.556893309,0.887757335
Serpina3i,3.608959169,-1.798505944,3.061706334,-0.587419481,0.556922014,NA
Snrnp200,107.9405506,-0.355019044,0.604568528,-0.587227133,0.557051172,0.887828244
Ank2,190.7047815,-0.433840297,0.738857201,-0.587177464,0.557084526,0.887828244
Odf4,2.589036176,1.784501143,3.040901537,0.586832925,0.557315922,NA
Gm42372,12.28440064,-0.606391433,1.033345899,-0.586823283,0.557322398,NA
Brix1,40.02397828,-0.677752867,1.154990129,-0.586804034,0.557335327,0.888018938
Raly,411.2427528,0.497963029,0.848635554,0.586780777,0.557350949,0.888018938
Lyplal1,2.980950418,1.567497794,2.672395737,0.586551525,0.557504947,NA
Sec61g,146.1052215,-0.400258163,0.682405025,-0.586540468,0.557512375,0.88812149
Tbx3,63.04336169,-0.492435604,0.839665426,-0.586466453,0.557562099,0.88812149
Herpud2,2.919415976,0.946291945,1.613721526,0.586403497,0.557604395,NA
Trav6n-5,1.29075881,1.791911241,3.056457124,0.586270695,0.557693621,NA
Snx11,17.21158108,0.549585999,0.937675193,0.586115537,0.557797876,0.8883096
Olfr109,42.0713976,-0.576642874,0.983911015,-0.58607218,0.55782701,0.8883096
Gm11566,0.888814139,-1.788852009,3.052984342,-0.585935533,0.557918838,NA
Tmem67,37.92864431,0.531703418,0.907637441,0.585810362,0.55800296,0.888379328
Akap14,53.39396306,0.657750876,1.122846946,0.585788542,0.558017624,0.888379328
Gm19203,94.52414998,-0.445475211,0.760639372,-0.585658891,0.558104764,0.888398576
Nhlrc1,3.243618153,1.606492292,2.743781956,0.5855029,0.558209617,NA
Mbd1,434.7226048,0.465867886,0.795688335,0.585490405,0.558218016,0.888398576
Slc39a2,0.618760717,-1.791684563,3.060325539,-0.585455547,0.558241448,NA
Brcc3,82.99526458,-0.324330568,0.553991819,-0.585442884,0.55824996,0.888398576
Zfp763,2.257881564,1.079371644,1.843984446,0.585347478,0.558314097,NA
4930590J08Rik,17.0580695,-0.683126928,1.167378845,-0.58518015,0.558426591,0.88856281
Gtpbp4-ps4,1.298328208,1.79882827,3.074085933,0.585158746,0.558440981,NA
Tifab,1.186763668,1.777823186,3.039111578,0.584981216,0.558560347,NA
Olfr1045,1.029452185,-1.792957098,3.065377555,-0.584905796,0.558611061,NA
1810046K07Rik,25.67655333,0.688524908,1.177179792,0.584893584,0.558619273,0.88875254
Olfr975,61.81714213,-0.457992969,0.783290532,-0.584703823,0.558746883,0.888826874
Cd79a,13.14188195,-0.79683919,1.362914041,-0.584658435,0.558777408,NA
Srp19,68.84784809,0.641880292,1.097971381,0.584605667,0.558812896,0.888826874
Gm12028,2.538949277,-1.449631536,2.480150824,-0.584493299,0.558888473,NA
Tcp1-ps1,2.095763989,-1.790363222,3.063966525,-0.584328584,0.558999264,NA
Cox5b-ps,26.03450111,-0.700371802,1.198888553,-0.584184243,0.559096362,0.888960755
Mboat2,76.96173782,-0.559079967,0.95705611,-0.584166342,0.559108404,0.888960755
Gm8495,149.4074056,-0.580105747,0.993071775,-0.584152889,0.559117454,0.888960755
Oas1h,2.708724288,-1.777351314,3.043691701,-0.583945908,0.559256705,NA
Gm13884,2.011853549,1.785353288,3.057535493,0.583919072,0.559274761,NA
Rhod,2.5841905,1.316975807,2.255994654,0.583767255,0.559376911,NA
Rtp4,3.34217757,1.778302975,3.046579086,0.583704846,0.559418907,NA
Gm13477,12.83208792,-1.20910972,2.071703438,-0.583630696,0.559468803,NA
Gabbr2,37.8215376,-0.708306876,1.213687183,-0.583599206,0.559489995,0.889436209
Slc16a8,3.032810616,1.778109075,3.04681351,0.583596295,0.559491954,NA
Klhl34,2.576366393,1.784765992,3.059516627,0.583349009,0.559658377,NA
Otoa,41.40825432,-0.555392334,0.952076452,-0.583348462,0.559658745,0.889480108
Gm6618,1.140431166,-1.788717277,3.066403495,-0.583327432,0.559672899,NA
Fermt3,2.365863676,1.783656541,3.058170464,0.583243008,0.559729722,NA
Gm3854,600.9207035,-0.320774504,0.550066221,-0.583156157,0.559788182,0.889480108
Slc17a4,1.735729356,-1.752794786,3.006180788,-0.583063664,0.559850443,NA
Olfr462,1.633058502,-1.527706572,2.620606763,-0.582959105,0.559920831,NA
Gm10801,818.1469664,-0.440092589,0.7550767,-0.58284488,0.559997729,0.889480108
Smco1,1224.714675,-0.295664297,0.507414891,-0.582687465,0.560103713,0.889480108
Gm7901,17.01080228,1.139476206,1.955585419,0.582677798,0.560110222,0.889480108
Slc25a42,319.2864916,-0.32085422,0.550884073,-0.5824351,0.560273644,0.889480108
Nsmce2,22.52722949,0.704519513,1.209734323,0.582375402,0.560313846,0.889480108
Eif2b3,146.7522214,0.324495502,0.557268839,0.582296156,0.560367215,0.889480108
Actn2,7.387686219,0.625573369,1.07444604,0.582228745,0.560412614,NA
Kpnb1,94.2919263,0.418068796,0.718182586,0.582120486,0.560485527,0.889480108
Kcnh4,2.960202235,-1.583922838,2.721093711,-0.582090514,0.560505714,NA
Mettl21e,47.12146867,0.346306772,0.594962746,0.582064632,0.560523147,0.889480108
1700028K03Rik,24.9410573,-0.825202896,1.418050421,-0.581927754,0.560615345,0.889480108
Gm49137,27.36902943,0.924308971,1.588383526,0.581918004,0.560621913,0.889480108
Zfp131,30.13499645,-0.520268424,0.894758646,-0.581462304,0.560928917,0.889480108
Vmn2r50,37.25141531,-0.762831626,1.311991092,-0.581430492,0.560950352,0.889480108
Zfp825,32.07195468,0.512141508,0.880875556,0.581400522,0.560970546,0.889480108
Hmgxb4,73.25074935,-0.421202067,0.724474855,-0.58138949,0.560977979,0.889480108
Dars2,41.06935995,0.408742525,0.703045305,0.581388599,0.56097858,0.889480108
Gm32842,217.8324074,-1.609624616,2.768754201,-0.581353381,0.56100231,0.889480108
Gm10668,3.346611122,-1.768894628,3.043000157,-0.581299552,0.561038583,NA
Gm4567,3.346611122,-1.768894628,3.043000157,-0.581299552,0.561038583,NA
Eif1ad19,52.59746375,-0.38714377,0.666067198,-0.581238306,0.561079854,0.889480108
