"";"FT1";"FT2";"FT3";"FT4";"X13604T";"X2611T";"X14576T";"X2942T";"X14109T";"X14104T";"X13179T";"X14397T";"X14474T";"X13085T";"X13576T";"X2163T";"X18996.L";"X18996.S";"X18999.L";"X18999.S";"X19151.L";"X19151.S";"X19152.L";"X19152.S";"X19153.L";"X19153.S";"X19313.L";"X19313.S";"centroid_SC";"centroid_LC";"centroid_FT";"centroid_TS"
"X13179T";18,1255438658822;18,742476648015;18,4586842192637;18,4854270114314;6,07132422747605;1,26763698811301;5,20980739540737;9,39952377082066;11,5649641600627;2,97422610632781;0;6,28104683101392;8,05165605387214;5,19690816754548;7,99108494795817;5,49888233188526;5,09882889234577;12,2361879674168;3,02366498208495;12,2043467790987;6,67814515919583;6,9753108875486;1,96200951297549;16,4680877454773;12,9228921887906;16,6792754897824;4,49018379486882;7,79210502720762;11,7531672955448;4,4896772928131;18,4519252707339;1,60182236468241
"X14397T";21,4451907593854;21,9732645936205;21,8476635613398;21,776933297356;11,5406410177265;7,5354563318794;11,4828198468743;15,1798635764167;7,81301956684732;9,10767061584834;6,28104683101392;0;4,69701999694908;3,35339794952729;4,62347018933145;6,24253252508236;11,3795679688514;17,1170323491764;9,23419905420749;16,3882923666939;12,6686979323035;12,892944154688;7,83809607102019;20,5108411478345;17,2967854522481;20,3512653905783;9,48916211410686;13,6750185702803;16,4370259759078;10,6153367923571;21,7595965558004;5,30880733828438
"X14474T";18,2646656082227;18,715970211013;18,6970227707525;18,5655639541622;14,1029938194897;9,20313531132704;12,7922804625313;17,4275586591772;3,57242704696023;10,9642394423302;8,05165605387214;4,69701999694908;0;2,88005599641736;0,0759209049128329;4,10629316943814;12,524225323134;15,430447359154;10,2378317497606;14,1335520959889;12,7785065308993;12,8552228317416;10,0018840986685;17,8858896023367;15,1315730850803;17,457325875052;12,3353275785892;13,5020154555259;14,614283621042;11,2273086274635;18,5592884743461;6,48610896290576
"X13085T";18,1077216400117;18,6297973406505;18,5137233276112;18,4370447416456;11,2294984651845;6,38183466170441;10,0988384757652;14,5929708972891;6,44242704601685;8,14065819052523;5,19690816754548;3,35339794952729;2,88005599641736;0;2,8151230440742;2,90413825304102;9,86937485667705;14,1186512795017;7,57984307725854;13,2049338366262;10,4808300132391;10,6211534641278;7,13557255546958;17,2590741921332;14,1445710988967;17,0484517671219;9,45682348978554;11,3378920721906;13,3851404160898;8,7112550446741;18,4206805028531;3,6663290762046
"X13576T";18,2946680785888;18,7478054544163;18,7265113478899;18,5963399969263;14,0403166489011;9,14548852463256;12,7427373322576;17,3695848918863;3,64171216087934;10,9066969052955;7,99108494795817;4,62347018933145;0,0759209049128329;2,8151230440742;0;4,08836507355409;12,4765020688295;15,4291092863952;10,1893250201258;14,1421867895375;12,7451783235914;12,8241670028545;9,94020739816742;17,9040210759126;15,1391160553496;17,4808648535726;12,2690908732128;13,4736252058255;14,6149157129261;11,1851745455289;18,5898195025963;6,42779499720141
"X2163T";15,205437307403;15,7309117536064;15,6104010538312;15,5358423502975;11,3617067290778;6,31959578423453;9,30806987520828;14,294640027974;6,92169873971764;7,97058917542527;5,49888233188526;6,24253252508236;4,10629316943814;2,90413825304102;4,08836507355409;0;8,96817740793951;11,4671723800938;6,77592764037991;10,3891006953785;8,80383139567444;8,84240807716586;7,36451416207969;14,3846652843937;11,3514067194712;14,1489164712758;9,97439183226355;9,4520443684082;10,6884086486898;7,49022089641394;15,5190069387026;3,99490248697366
"X18996.L";16,6562459684385;17,3183890356976;16,8920404624899;17,0179053420503;4,15993355491362;3,8563668425393;0,476353965446328;5,63469635940294;15,8010912222589;2,62392704356587;5,09882889234577;11,3795679688514;12,524225323134;9,86937485667705;12,4765020688295;8,96817740793951;0;9,49179706246018;2,29175609528434;10,4064980675587;2,851273590211;3,28116327538515;3,91511450875381;14,3446961463857;10,7765751738587;14,9537912490771;4,69355535883528;3,96071315149744;9,35959525353947;1,68654840431772;16,9702065420578;6,29423270522266
"X18996.S";7,61887696447555;8,27843660736176;7,75525435981346;7,95818891956553;13,5925548008897;11,5866997072806;9,90226782056063;13,6726821837288;17,2736649445918;11,5346469580822;12,2361879674168;17,1170323491764;15,430447359154;14,1186512795017;15,4291092863952;11,4671723800938;9,49179706246018;0;9,81921934647656;2,33276909251815;6,64089448078734;6,21081296420331;12,3972812209211;4,94614133917164;1,81319899875998;5,8094497134648;14,0739939069928;5,59329757633055;0,903536773573738;8,52313465771325;7,90096384115508;12,226986262089
"X18999.L";16,3973429982065;17,0436315669774;16,6837491938504;16,7616726421626;5,09209660457041;1,93773986347979;2,56208616608971;7,5565958096219;13,5448351976693;1,90540820282122;3,02366498208495;9,23419905420749;10,2378317497606;7,57984307725854;10,1893250201258;6,77592764037991;2,29175609528434;9,81921934647656;0;10,2204752108726;3,72556006482215;4,06391295031457;2,57922161479255;14,39636378513;10,786949288203;14,8050397421361;4,59408623182851;4,8824995118316;9,4785470849988;1,49670979262414;16,7205245870768;4,03846565027126
"X18999.S";6,25109012904671;6,91229278075616;6,50019364999899;6,61349043796917;14,5661432170379;11,7786213002094;10,8584742030316;15,1567884847878;15,6118714585944;12,0713697547345;12,2043467790987;16,3882923666939;14,1335520959889;13,2049338366262;14,1421867895375;10,3891006953785;10,4064980675587;2,33276909251815;10,2204752108726;0;7,65780179271587;7,24490318034809;12,7283622565325;4,26636645428355;1,01966552212417;4,58993576863209;14,7255200206496;6,82687632962456;1,59108622373576;9,14220722149896;6,56679280735831;11,8898666616932
"X19151.L";13,8876397086541;14,5523534597277;14,1069159979746;14,2469992884003;6,97181953936259;5,66301581790927;3,2650643575721;7,68692638726318;15,7027550782021;5,09782973981544;6,67814515919583;12,6686979323035;12,7785065308993;10,4808300132391;12,7451783235914;8,80383139567444;2,851273590211;6,64089448078734;3,72556006482215;7,65780179271587;0;0,430165986300318;6,17945748209155;11,5096042368565;7,96319028408425;12,1591732458906;7,48811807607758;1,18302059898738;6,53232650007727;2,23129915485804;14,1973938994271;7,35991012032613
"X19151.S";13,4687937958205;14,1337973455117;13,6854198688779;13,8277226091985;7,40035550152242;5,99641136398346;3,69494262945747;8,0480072948007;15,7162849919382;5,49721824579759;6,9753108875486;12,892944154688;12,8552228317416;10,6211534641278;12,8241670028545;8,84240807716586;3,28116327538515;6,21081296420331;4,06391295031457;7,24490318034809;0,430165986300318;0;6,55324067781317;11,0808885321889;7,53824124130199;11,7364744424787;7,91048817353606;0,819883647618284;6,10531485620615;2,58214837081785;13,7778231391327;7,58734245854775
"X19152.L";18,8501918404009;19,4885230476394;19,1516377440643;19,2139174664907;4,1096311401506;1,14486432308141;3,86692543378899;7,50065529303767;13,5244213662331;1,33257262980613;1,96200951297549;7,83809607102019;10,0018840986685;7,13557255546958;9,94020739816742;7,36451416207969;3,91511450875381;12,3972812209211;2,57922161479255;12,7283622565325;6,17945748209155;6,55324067781317;0;16,9355412962434;13,3314348381248;17,2975017247545;2,64012284362435;7,35964323235544;12,0430650113238;3,98028922805112;19,1750912268847;3,56174603390201
"X19152.S";3,00760277426485;3,6002247225891;2,99720794888936;3,28188556864081;18,4812426085883;16,0141465166025;14,772459474285;18,6029614592317;18,877369700912;16,2090346673781;16,4680877454773;20,5108411478345;17,8858896023367;17,2590741921332;17,9040210759126;14,3846652843937;14,3446961463857;4,94614133917164;14,39636378513;4,26636645428355;11,5096042368565;11,0808885321889;16,9355412962434;0;3,61104337517697;1,37717186374395;18,8244538512481;10,5123637090318;4,98734975746143;13,2281357564104;3,21736302838137;16,1435990453305
"X19153.L";5,97630161192594;6,64211457713761;6,16336845065074;6,32841874363518;14,9278835708586;12,4246681460049;11,2135451721517;15,2764255651471;16,6315214216695;12,5983509507958;12,9228921887906;17,2967854522481;15,1315730850803;14,1445710988967;15,1391160553496;11,3514067194712;10,7765751738587;1,81319899875998;10,786949288203;1,01966552212417;7,96319028408425;7,53824124130199;13,3314348381248;3,61104337517697;0;4,20751552407496;15,2186327066341;7,02691416849505;1,45236004870631;9,62143261387847;6,2752338605015;12,6943697210517
"X19153.S";1,8168384346861;2,47060358695626;1,95730561771873;2,14935872024286;19,1116028410094;16,3245680562275;15,3974351714202;19,458786680441;18,2072836211813;16,6607964878076;16,6792754897824;20,3512653905783;17,457325875052;17,0484517671219;17,4808648535726;14,1489164712758;14,9537912490771;5,8094497134648;14,8050397421361;4,58993576863209;12,1591732458906;11,7364744424787;17,2975017247545;1,37717186374395;4,20751552407496;0;19,315054327242;11,2343945959;5,65764288293909;13,7284452567866;2,09164712136194;16,2248808364132
"X19313.L";20,9437887135199;21,5951951227187;21,2167749817181;21,3080769678588;2,12153333377093;3,76715943800634;4,37922866912613;5,81222112084203;15,8980818682434;2,68959686728154;4,49018379486882;9,48916211410686;12,3353275785892;9,45682348978554;12,2690908732128;9,97439183226355;4,69355535883528;14,0739939069928;4,59408623182851;14,7255200206496;7,48811807607758;7,91048817353606;2,64012284362435;18,8244538512481;15,2186327066341;19,315054327242;0;8,63590566343793;13,8497147118651;5,59727080303822;21,2651404962914;6,07112430788776
"X19313.S";12,9934840359619;13,6595917305635;13,1901300135406;13,3488504648663;8,00489151026659;6,81590666480362;4,34129822931919;8,34006271761576;16,2797903104544;6,27893222343854;7,79210502720762;13,6750185702803;13,5020154555259;11,3378920721906;13,4736252058255;9,4520443684082;3,96071315149744;5,59329757633055;4,8824995118316;6,82687632962456;1,18302059898738;0,819883647618284;7,35964323235544;10,5123637090318;7,02691416849505;11,2343945959;8,63590566343793;0;5,57775500051341;3,39703144399779;13,296905567613;8,37506610288813
"centroid_SC";7,42846203292984;8,09433693938594;7,61428810634615;7,78077254873614;13,5028798186327;11,1783178417091;9,79073265159899;13,8268781843161;16,3981032756794;11,2554331766347;11,7531672955448;16,4370259759078;14,614283621042;13,3851404160898;14,6149157129261;10,6884086486898;9,35959525353947;0,903536773573738;9,4785470849988;1,59108622373576;6,53232650007727;6,10531485620615;12,0430650113238;4,98734975746143;1,45236004870631;5,65764288293909;13,8497147118651;5,57775500051341;0;8,25901668751118;7,72758891949381;11,6463401503329
"centroid_LC";15,378831408388;16,0345888942996;15,6408124614208;15,7426703739814;5,57173001908918;3,43422340269766;2,14160396626834;7,32056820243577;14,388494573823;3,01175971375254;4,4896772928131;10,6153367923571;11,2273086274635;8,7112550446741;11,1851745455289;7,49022089641394;1,68654840431772;8,52313465771325;1,49670979262414;9,14220722149896;2,23129915485804;2,58214837081785;3,98028922805112;13,2281357564104;9,62143261387847;13,7284452567866;5,59727080303822;3,39703144399779;8,25901668751118;0;15,6981492540054;5,33821232491098
"centroid_FT";0,326382401747599;0,385059408681398;0,310627762794076;0,0658454437397514;21,1301376428329;18,171132328229;17,4194558972022;21,5430771860911;18,9474473706665;18,5952724334266;18,4519252707339;21,7595965558004;18,5592884743461;18,4206805028531;18,5898195025963;15,5190069387026;16,9702065420578;7,90096384115508;16,7205245870768;6,56679280735831;14,1973938994271;13,7778231391327;19,1750912268847;3,21736302838137;6,2752338605015;2,09164712136194;21,2651404962914;13,296905567613;7,72758891949381;15,6981492540054;0;17,8931979217241
"centroid_TS";17,5680183171091;18,1621335574597;17,9256357244105;17,9219131188687;7,66872326554064;2,71939276069312;6,48535028171414;10,9418981073152;9,97739684960474;4,48048296263468;1,60182236468241;5,30880733828438;6,48610896290576;3,6663290762046;6,42779499720141;3,99490248697366;6,29423270522266;12,226986262089;4,03846565027126;11,8898666616932;7,35991012032613;7,58734245854775;3,56174603390201;16,1435990453305;12,6943697210517;16,2248808364132;6,07112430788776;8,37506610288813;11,6463401503329;5,33821232491098;17,8931979217241;0
